,Long Swap USDPLN,Short Swap USDPLN,1st Close,2nd Close,1st Exposure,2nd Exposure,Dzienny Profit,Long Swap USDNOK,Short Swap USDNOK,Daily P/L
2010-02-15,-8.156565656565655e-05,5.7201646090534965e-05,5.8995,2.9692,93094.37569026192,-100000,164.20757648392464,-8.044831880448318e-05,5.6418061897513944e-05,164.8645986625962
2010-02-16,-7.826086956521741e-05,5.717761557177614e-05,5.84676,2.95216,93094.37569026192,-100000,-265.4977983241952,-7.718880285884457e-05,5.639436056394359e-05,-264.7900221983362
2010-02-17,-8.228511530398323e-05,5.63973063973064e-05,5.89938,2.93186,93094.37569026192,-100000,1826.619874688693,-8.115792194365469e-05,5.56247405562474e-05,1827.2627745930042
2010-02-18,-8.712121212121211e-05,5.967078189300411e-05,5.99283,2.97569,93094.37569026192,-100000,-147.22103606666496,-8.592777085927769e-05,5.885337392186707e-05,-146.55058773681182
2010-02-19,-7.705314009661836e-05,4.315164220824599e-05,5.91613,2.98273,93094.37569026192,-100000,-1667.17892513898,-7.59976176295414e-05,4.256052382183166e-05,-1666.9280835993993
2010-02-22,-7.657004830917875e-05,4.9549549549549546e-05,5.89353,2.92884,93094.37569026192,-100000,1835.3978014876504,-7.552114353782015e-05,4.8870788596816e-05,1835.8966479410603
2010-02-23,-8.38477366255144e-05,5.7644110275689214e-05,5.93856,2.96291,93094.37569026192,-100000,-611.3222386749021,-8.269913749365802e-05,5.68544649294469e-05,-610.6731278720463
2010-02-24,-7.657004830917875e-05,6.377777777777778e-05,5.97247,2.9637,93094.37569026192,-100000,576.2504177904302,-7.552114353782015e-05,6.290410958904111e-05,577.2252156371271
2010-02-25,-8.38477366255144e-05,5.492898913951544e-05,5.9203,2.97717,93094.37569026192,-100000,-1496.2857458711223,-8.269913749365802e-05,5.417653723349469e-05,-1495.7411502896286
2010-02-26,-8.38477366255144e-05,5.492898913951544e-05,5.92634,2.93996,93094.37569026192,-100000,1659.087431549744,-8.269913749365802e-05,5.417653723349469e-05,1659.656704060093
2010-03-01,-8.106060606060607e-05,5.67901234567901e-05,5.95117,2.92509,93094.37569026192,-100000,1078.6887243288384,-7.995018679950188e-05,5.6012176560121746e-05,1079.3795435001086
2010-03-02,-8.231396534148827e-05,5.892255892255892e-05,5.9141,2.92576,93094.37569026192,-100000,-699.4744727194357,-8.118637677516652e-05,5.8115400581154004e-05,-698.7385115356759
2010-03-03,-8.359053497942386e-05,5.576441102756892e-05,5.88583,2.88616,93094.37569026192,-100000,1191.848770092778,-8.244545915778791e-05,5.500051498609537e-05,1192.4768870994012
2010-03-04,-8.257575757575757e-05,5.67901234567901e-05,5.92128,2.87697,93094.37569026192,-100000,1051.337540312663,-8.144458281444583e-05,5.6012176560121746e-05,1052.0310244760187
2010-03-05,-7.797270955165691e-05,6.49641577060932e-05,5.87038,2.86859,93094.37569026192,-100000,-562.7202442319303,-7.69045902427301e-05,6.407423773751659e-05,-561.675149868358
2010-03-08,-8.207070707070704e-05,5.761316872427983e-05,5.89966,2.84494,93094.37569026192,-100000,1594.753918518416,-8.094645080946449e-05,5.6823947234906135e-05,1595.501724671625
2010-03-09,-7.753623188405796e-05,6.133333333333332e-05,5.90423,2.87904,93094.37569026192,-100000,-1433.787213333933,-7.647409172126265e-05,6.04931506849315e-05,-1432.862671438577
2010-03-10,-7.573599240265905e-05,5.927384076990376e-05,5.87892,2.86327,93094.37569026192,-100000,232.73398614252983,-7.469851305467743e-05,5.846187034839822e-05,233.62125887483708
2010-03-11,-7.54985754985755e-05,6.299212598425197e-05,5.8563,2.86914,93094.37569026192,-100000,-678.9513908495283,-7.446434843695118e-05,6.212922014885127e-05,-677.9396041027926
2010-03-12,-7.509416195856874e-05,4.372427983539095e-05,5.83637,2.84904,93094.37569026192,-100000,524.7485373100153,-7.406547480845136e-05,4.312531709791983e-05,525.1018409556311
2010-03-15,-8.183183183183182e-05,5.887230514096184e-05,5.85843,2.8546,93094.37569026192,-100000,161.82800540153585,-8.07108478341355e-05,5.806583520752401e-05,162.60782216875072
2010-03-16,-7.245370370370371e-05,5.416666666666667e-05,5.82289,2.85,93094.37569026192,-100000,-457.5931708989683,-7.146118721461188e-05,5.342465753424658e-05,-456.8350831471816
2010-03-17,-7.638888888888889e-05,5.7692307692307684e-05,5.8273,2.81946,93094.37569026192,-100000,1467.9964902372922,-7.534246575342466e-05,5.690200210748155e-05,1468.8390705639663
2010-03-18,-7.41505968778696e-05,4.2658730158730146e-05,5.86276,2.85714,93094.37569026192,-100000,-1043.6000003682748,-7.313483527680289e-05,4.2074363992172196e-05,-1043.2682464996155
2010-03-19,-7.430555555555557e-05,6.260683760683763e-05,5.92071,2.88295,93094.37569026192,-100000,-78.5413387690187,-7.328767123287671e-05,6.174920969441519e-05,-77.5220544851443
2010-03-22,-7.669616519174043e-05,5.3743961352657e-05,5.9288,2.91551,93094.37569026192,-100000,-1265.0383310968573,-7.564553279185358e-05,5.3007742703990474e-05,-1264.3827406858168
2010-03-23,-7.245370370370371e-05,3.6593479707252166e-05,5.95966,2.89852,93094.37569026192,-100000,1289.1201682975443,-7.146118721461188e-05,3.6092199163317206e-05,1289.26637918885
2010-03-24,-7.162534435261708e-05,3.472222222222222e-05,6.03099,2.91905,93094.37569026192,-100000,379.8420270252009,-7.06441752518963e-05,3.424657534246575e-05,379.94106756705366
2010-03-25,-7.312440645773981e-05,4.8752834467120176e-05,6.06353,2.93765,93094.37569026192,-100000,-223.71160003378645,-7.212270225968858e-05,4.8084987419625376e-05,-223.15932555557734
2010-03-26,-7.081056466302369e-05,3.513071895424836e-05,6.02716,2.92164,93094.37569026192,-100000,45.90721575820862,-6.984055692791378e-05,3.4649476228847704e-05,46.03090317408261
2010-03-29,-7.391713747645953e-05,6.163194444444444e-05,5.95383,2.90617,93094.37569026192,-100000,-637.6969947773796,-7.290457394938474e-05,6.0787671232876714e-05,-636.7162068112091
2010-03-30,-7.172131147540985e-05,3.986928104575164e-05,5.99167,2.89221,93094.37569026192,-100000,1281.0364373272514,-7.073882775656862e-05,3.9323126510878335e-05,1281.3158526685531
2010-03-31,-7.492997198879554e-05,6.386701662292212e-05,5.94104,2.88783,93094.37569026192,-100000,-714.9165068611946,-7.390353401634628e-05,6.299212598425194e-05,-713.862961851335
2010-04-01,-7.240437158469947e-05,4.267068273092368e-05,5.92163,2.8558,93094.37569026192,-100000,1064.052369612049,-7.141253087805975e-05,4.208615283050007e-05,1064.4238641813104
2010-04-02,-7.407407407407409e-05,6.196581196581198e-05,5.92278,2.85106,93094.37569026192,-100000,233.06521298511325,-7.305936073059361e-05,6.111696522655427e-05,234.09029512988897
2010-04-05,-7.240437158469947e-05,4.208250166334e-05,5.95914,2.85924,93094.37569026192,-100000,290.5243962779914,-7.141253087805975e-05,4.150602903781479e-05,290.88058869624405
2010-04-06,-7.354280510018217e-05,4.249338624338624e-05,5.95973,2.87447,93094.37569026192,-100000,-664.7960144746503,-7.25353694138783e-05,4.1911285061969986e-05,-664.4507548940442
2010-04-07,-7.194899817850639e-05,3.96586345381526e-05,5.98352,2.8814,93094.37569026192,-100000,120.02619952370516,-7.096339546373232e-05,3.9115365571876536e-05,120.2984850015078
2010-04-08,-7.172131147540985e-05,4.996141975308641e-05,5.94763,2.90277,93094.37569026192,-100000,-1573.632293308361,-7.073882775656862e-05,4.927701674277016e-05,-1573.018358501525
2010-04-09,-7.034050179211469e-05,4.133597883597883e-05,5.85129,2.9054,93094.37569026192,-100000,-1877.1093091046569,-6.937693327441449e-05,4.076973255055446e-05,-1876.7903709237582
2010-04-12,-7.42296918767507e-05,6.563620071684587e-05,5.89655,2.85178,93094.37569026192,-100000,3194.271966426706,-7.321284678254865e-05,6.47370746796288e-05,3195.4176735223564
2010-04-13,-7.194899817850639e-05,5.079908675799087e-05,5.85392,2.86495,93094.37569026192,-100000,-1374.2267370442696,-7.096339546373232e-05,5.0103208857196475e-05,-1373.5821387125925
2010-04-14,-7.277318640955004e-05,4.702251270878722e-05,5.84734,2.84204,93094.37569026192,-100000,903.0411463400468,-7.177629344503566e-05,4.6378368699077815e-05,903.5529435852964
2010-04-15,-7.172131147540985e-05,5.829124579124578e-05,5.86558,2.85985,93094.37569026192,-100000,-459.8585897183748,-7.073882775656862e-05,5.749273557492734e-05,-458.9430444760152
2010-04-16,-7.194899817850639e-05,5.702861952861951e-05,5.91389,2.88719,93094.37569026192,-100000,-319.63354515610627,-7.096339546373232e-05,5.624740556247404e-05,-318.77539677460555
2010-04-19,-7.376283846872082e-05,6.518817204301076e-05,5.91261,2.91268,93094.37569026192,-100000,-1128.052527534097,-7.275238862668355e-05,6.429518338488733e-05,-1126.9599357887191
2010-04-20,-7.091237579042458e-05,4.927701674277016e-05,5.90684,2.89453,93094.37569026192,-100000,679.3808319527543,-6.994097338233658e-05,4.860198911615687e-05,679.9809502829614
2010-04-21,-7.172131147540985e-05,4.283154121863799e-05,5.91438,2.89962,93094.37569026192,-100000,-83.54524509478324,-7.073882775656862e-05,4.2244807777286796e-05,-83.18155532325648
2010-04-22,-7.194899817850639e-05,5.492424242424242e-05,5.94975,2.94025,93094.37569026192,-100000,-1096.6151754109906,-7.096339546373232e-05,5.4171855541718545e-05,-1095.8575107419808
2010-04-23,-7.091237579042458e-05,5.1560121765601224e-05,5.89247,2.94145,93094.37569026192,-100000,-1091.3517808362867,-6.994097338233658e-05,5.0853818727716275e-05,-1090.7038881574506
2010-04-26,-7.149362477231329e-05,4.26829268292683e-05,5.8641,2.91913,93094.37569026192,-100000,424.3896319655978,-7.051426004940488e-05,4.20982292014701e-05,424.73237630372824
2010-04-27,-7.149362477231329e-05,5.5345117845117846e-05,5.93191,2.99004,93094.37569026192,-100000,-1719.1651274810483,-7.051426004940488e-05,5.4586965545869646e-05,-1718.420783631545
2010-04-28,-7.023486901535682e-05,3.687169312169311e-05,5.9624,3.00988,93094.37569026192,-100000,-254.31847456887223,-6.927274752199577e-05,3.6366601435094575e-05,-254.1750477310716
2010-04-29,-7.729468599033817e-05,5.03968253968254e-05,5.90564,2.97781,93094.37569026192,-100000,277.24282621084785,-7.623585467540203e-05,4.970645792563602e-05,277.73348412631213
2010-04-30,-6.91111111111111e-05,4.124579124579125e-05,5.93444,2.96442,93094.37569026192,-100000,1076.3185184189842,-6.816438356164382e-05,4.0680780406807804e-05,1076.6405756207066
2010-05-03,-7.034050179211469e-05,4.1583499667332e-05,5.9309,2.9924,93094.37569026192,-100000,-1213.6632796191116,-6.937693327441449e-05,4.101386268558773e-05,-1213.3626176276878
2010-05-04,-6.955555555555556e-05,4.1417165668662674e-05,6.0363,3.12659,93094.37569026192,-100000,-3351.960892863197,-6.86027397260274e-05,4.084980723484538e-05,-3351.6942380700616
2010-05-05,-7.136404697380309e-05,4.5470629865534346e-05,6.06996,3.20173,93094.37569026192,-100000,-2150.5102453894638,-7.038645728923045e-05,4.484774452491059e-05,-2150.169566124359
2010-05-06,-7.158988256549234e-05,4.653220099079972e-05,6.22451,3.37721,93094.37569026192,-100000,-3309.0697477806207,-7.060919924267737e-05,4.589477357996685e-05,-3308.747956159652
2010-05-07,-6.857638888888888e-05,3.400121432908318e-05,6.11827,3.343,93094.37569026192,-100000,-672.710861554493,-6.763698630136986e-05,3.3535444269780676e-05,-672.7229255661638
2010-05-10,-6.73076923076923e-05,4.838709677419354e-05,6.14882,3.15832,93094.37569026192,-100000,6892.34540423336,-6.638566912539514e-05,4.7724259832081306e-05,6892.872363553757
2010-05-11,-6.688034188034188e-05,3.422344996930632e-05,6.20086,3.20563,93094.37569026192,-100000,-833.6428454771485,-6.596417281348788e-05,3.375463558616514e-05,-833.5655703052946
2010-05-12,-7.088888888888888e-05,5.699588477366255e-05,6.14318,3.19992,93094.37569026192,-100000,-761.6880967741654,-6.991780821917807e-05,5.6215119228817855e-05,-760.9664724359932
2010-05-13,-6.55982905982906e-05,3.766478342749529e-05,6.18623,3.16235,93094.37569026192,-100000,2074.77322140218,-6.469968387776607e-05,3.714882749013234e-05,2074.9906166502237
2010-05-14,-6.688034188034188e-05,3.59384808537351e-05,6.28505,3.27175,93094.37569026192,-100000,-2234.686330984032,-6.596417281348788e-05,3.544617289683462e-05,-2234.5649463120426
2010-05-17,-7.430555555555557e-05,5.287356321839082e-05,6.25234,3.28959,93094.37569026192,-100000,-1134.379462121875,-7.328767123287671e-05,5.214926783183751e-05,-1133.8633812817588
2010-05-18,-7.586367880485526e-05,5.2854938271604935e-05,6.35987,3.33708,93094.37569026192,-100000,145.92669951032167,-7.482445032807642e-05,5.213089802130898e-05,146.4153035743123
2010-05-19,-6.636980491942323e-05,3.627808136004858e-05,6.41318,3.36649,93094.37569026192,-100000,-121.5219581932988,-6.54606295095681e-05,3.578112134141778e-05,-121.3945680534196
2010-05-20,-6.636980491942323e-05,3.2661782661782664e-05,6.49113,3.40514,93094.37569026192,-100000,-36.01257879816785,-6.54606295095681e-05,3.2214360981484274e-05,-35.992210323472754
2010-05-21,-6.594571670907548e-05,3.490790255496138e-05,6.5021,3.32737,93094.37569026192,-100000,2667.252066525911,-6.504235072675938e-05,3.442971210900301e-05,2667.3699310196325
2010-05-24,-6.679389312977098e-05,3.5165484633569745e-05,6.55298,3.34552,93094.37569026192,-100000,166.4415700619229,-6.587890829237687e-05,3.46837656659866e-05,166.55678836484702
2010-05-25,-7.53968253968254e-05,5.092592592592593e-05,6.5774,3.42771,93094.37569026192,-100000,-2251.2887053127024,-7.436399217221135e-05,5.022831050228311e-05,-2250.855516227383
2010-05-26,-6.91111111111111e-05,4.925925925925927e-05,6.53452,3.39765,93094.37569026192,-100000,305.18841787067595,-6.816438356164382e-05,4.8584474885844753e-05,305.667114283184
2010-05-27,-7.446311858076564e-05,4.655172413793104e-05,6.46192,3.36792,93094.37569026192,-100000,-148.33881391411524,-7.344307586048118e-05,4.5914029286726494e-05,-148.01466991482087
2010-05-28,-7.000000000000001e-05,4.5370370370370374e-05,6.46008,3.32913,93094.37569026192,-100000,1232.8287661829536,-6.904109589041097e-05,4.474885844748858e-05,1233.1966642240416
2010-05-31,-6.867891513560805e-05,4.91593567251462e-05,6.47576,3.32964,93094.37569026192,-100000,221.9961351678976,-6.77381080789559e-05,4.8485940879596254e-05,222.49876072749393
2010-06-01,-6.666666666666666e-05,5.037037037037039e-05,6.48926,3.40451,93094.37569026192,-100000,-2202.552951563802,-6.575342465753424e-05,4.968036529680367e-05,-2202.0167256953923
2010-06-02,-6.250000000000001e-05,3.406432748538013e-05,6.43693,3.38094,93094.37569026192,-100000,-51.73211779903886,-6.164383561643837e-05,3.359769286229273e-05,-51.61610427428269
2010-06-03,-7.249322493224931e-05,5.047204066811911e-05,6.46461,3.39433,93094.37569026192,-100000,-1.5121505133765822,-7.150016705646507e-05,4.978064285074762e-05,-1.0548455734167586
2010-06-04,-6.933508311461065e-05,4.970760233918129e-05,6.65947,3.52599,93094.37569026192,-100000,-1126.0305880053288,-6.838528745550641e-05,4.9026676279740454e-05,-1125.576814008703
2010-06-07,-7.633053221288515e-05,5.439814814814815e-05,6.65857,3.52138,93094.37569026192,-100000,122.3909565768704,-7.528490848394152e-05,5.365296803652968e-05,122.88318430485826
2010-06-08,-7.569444444444446e-05,5.363984674329503e-05,6.65958,3.49374,93094.37569026192,-100000,833.3329752124346,-7.465753424657536e-05,5.2905054322153996e-05,833.8246494100214
2010-06-09,-7.377049180327868e-05,5.00755857898715e-05,6.59059,3.46397,93094.37569026192,-100000,-104.76779957691996,-7.275993712104199e-05,4.9389618861243126e-05,-104.34994642030378
2010-06-10,-7.308743169398905e-05,5.215419501133788e-05,6.50244,3.44909,93094.37569026192,-100000,-856.3905605866048,-7.208623399955086e-05,5.14397539837853e-05,-855.9104928270283
2010-06-11,-6.679389312977098e-05,3.483245149911816e-05,6.425,3.41865,93094.37569026192,-100000,-239.8839102995589,-6.587890829237687e-05,3.435529462926722e-05,-239.8195610261184
2010-06-14,-7.17777777777778e-05,5.148148148148147e-05,6.42325,3.37531,93094.37569026192,-100000,1341.9024481732367,-7.079452054794522e-05,5.077625570776255e-05,1342.4016359244981
2010-06-15,-6.764206955046649e-05,3.512639623750734e-05,6.37461,3.35853,93094.37569026192,-100000,-217.2329539119592,-6.671546585799434e-05,3.4645212727404496e-05,-217.16137605354572
2010-06-16,-7.2e-05,5.111111111111111e-05,6.4247,3.34223,93094.37569026192,-100000,1308.353884474247,-7.101369863013698e-05,5.0410958904109586e-05,1308.8541425167261
2010-06-17,-6.316872427983538e-05,3.391812865497077e-05,6.34957,3.34796,93094.37569026192,-100000,-1359.8272621742226,-6.230339928970064e-05,3.3453496755587606e-05,-1359.72762660119
2010-06-18,-7.222222222222223e-05,5.037037037037039e-05,6.32977,3.30315,93094.37569026192,-100000,1162.9780714149556,-7.123287671232878e-05,4.968036529680367e-05,1163.4553411998518
2010-06-21,-7.266666666666667e-05,5.2222222222222234e-05,6.42048,3.29957,93094.37569026192,-100000,1541.5623684558277,-7.167123287671231e-05,5.15068493150685e-05,1542.105862240342
2010-06-22,-7.69774011299435e-05,5.4597701149425296e-05,6.47781,3.31611,93094.37569026192,-100000,327.14915404963995,-7.592291618295799e-05,5.3849787435049605e-05,327.7044832778495
2010-06-23,-6.764206955046649e-05,3.2163742690058484e-05,6.45484,3.34578,93094.37569026192,-100000,-1324.5916546789304,-6.671546585799434e-05,3.1723143475126176e-05,-1324.5925300553731
2010-06-24,-7.726423902894492e-05,5.131172839506172e-05,6.49929,3.36015,93094.37569026192,-100000,209.091297653642,-7.620582479567171e-05,5.060882800608827e-05,209.526809071997
2010-06-25,-7.088888888888888e-05,4.820788530465949e-05,6.44027,3.37567,93094.37569026192,-100000,-1396.9066131881043,-6.991780821917807e-05,4.754750331418471e-05,-1396.489179785112
2010-06-28,-6.255301102629347e-05,3.126817917393834e-05,6.44507,3.38359,93094.37569026192,-100000,-179.05694194848093,-6.169612046428945e-05,3.0839847952377545e-05,-179.02398526524493
2010-06-29,-6.679389312977098e-05,3.483245149911816e-05,6.47959,3.43587,93094.37569026192,-100000,-1112.4317112399722,-6.587890829237687e-05,3.435529462926722e-05,-1112.364426529037
2010-06-30,-6.743002544529261e-05,3.08641975308642e-05,6.54459,3.40423,93094.37569026192,-100000,1962.3276960978064,-6.650632646658998e-05,3.0441400304414005e-05,1962.2883107116782
2010-07-01,-8.043478260869567e-05,5.478395061728394e-05,6.41825,3.40886,93094.37569026192,-100000,-2061.4110634608187,-7.933293627159025e-05,5.403348554033484e-05,-2060.9546540315573
2010-07-02,-7.468123861566484e-05,6.27104377104377e-05,6.45164,3.32771,93094.37569026192,-100000,3120.9602629455085,-7.365820794969683e-05,6.185139061851391e-05,3121.7818991223276
2010-07-05,-6.912144702842378e-05,4.734451432564641e-05,6.44724,3.30256,93094.37569026192,-100000,766.6759050621258,-6.81745778910481e-05,4.669595933488413e-05,767.1250741706481
2010-07-06,-7.133333333333334e-05,5.0588668138337006e-05,6.41098,3.28925,93094.37569026192,-100000,-112.26679504488948,-7.035616438356164e-05,4.9895672684387186e-05,-111.75044268496403
2010-07-07,-6.615776081424935e-05,3.573573573573574e-05,6.3735,3.28546,93094.37569026192,-100000,-456.498083339282,-6.525149011816375e-05,3.5246205109218815e-05,-456.3634841464153
2010-07-08,-7.546296296296297e-05,4.885057471264369e-05,6.36382,3.23776,93094.37569026192,-100000,1482.2749207651525,-7.442922374429223e-05,4.818138875767596e-05,1482.6948953159815
2010-07-09,-7.155555555555557e-05,4.592592592592592e-05,6.36396,3.23192,93094.37569026192,-100000,205.607933721074,-7.057534246575344e-05,4.5296803652968034e-05,205.99654194614791
2010-07-12,-7.2e-05,4.8148148148148135e-05,6.34314,3.25276,93094.37569026192,-100000,-1051.0553809106111,-7.101369863013698e-05,4.748858447488583e-05,-1050.6173809851227
2010-07-13,-6.446140797285834e-05,3.5911602209944755e-05,6.23759,3.25599,93094.37569026192,-100000,-1810.531422619228,-6.357837498692878e-05,3.541966245364414e-05,-1810.3773734230342
2010-07-14,-6.721798134011876e-05,3.7545787545787536e-05,6.21619,3.20679,93094.37569026192,-100000,1365.8026512601846,-6.629718707518563e-05,3.7031461688995925e-05,1365.9805984927775
2010-07-15,-7.066666666666666e-05,5.055555555555556e-05,6.18344,3.19522,93094.37569026192,-100000,-131.2168165573421,-6.969863013698629e-05,4.986301369863015e-05,-130.68393515664616
2010-07-16,-6.837606837606837e-05,3.6495271867612294e-05,6.30672,3.21802,93094.37569026192,-100000,1205.611728532528,-6.743940990516332e-05,3.599533663654911e-05,1205.7503368704195
2010-07-19,-7.000000000000001e-05,5.000000000000001e-05,6.29454,3.22036,93094.37569026192,-100000,-277.7445725071575,-6.904109589041097e-05,4.931506849315069e-05,-277.213048348422
2010-07-20,-6.729900632339657e-05,5.011655011655011e-05,6.23176,3.22166,93094.37569026192,-100000,-1065.1969898291509,-6.637710212718566e-05,4.943002203276176e-05,-1064.632964621034
2010-07-21,-6.336805555555555e-05,3.195937873357229e-05,6.27484,3.23065,93094.37569026192,-100000,386.9948082104274,-6.25e-05,3.1521579024893217e-05,387.0568051233487
2010-07-22,-6.336805555555555e-05,3.2706093189964156e-05,6.17616,3.22952,0.0,0,-4389.465722354835,-6.25e-05,3.225806451612903e-05,-4389.465722354835
2010-07-23,-6.170483460559797e-05,3.566919191919191e-05,6.17161,3.19403,0.0,0,0.0,-6.085956289867197e-05,3.518057285180572e-05,0.0
2010-07-26,-6.4453125e-05,3.2706093189964156e-05,6.14375,3.14009,0.0,0,0.0,-6.357020547945206e-05,3.225806451612903e-05,0.0
2010-07-27,-6.777777777777777e-05,4.907407407407408e-05,6.16778,3.10085,0.0,0,0.0,-6.684931506849316e-05,4.8401826484018274e-05,0.0
2010-07-28,-6.9668458781362e-05,4.9589858314690544e-05,6.15106,3.09538,0.0,0,0.0,-6.871409633230225e-05,4.8910545187092036e-05,0.0
2010-07-29,-6.61892361111111e-05,3.198198198198197e-05,6.10455,3.07957,0.0,0,0.0,-6.528253424657534e-05,3.154387263976305e-05,0.0
2010-07-30,-6.922043010752688e-05,4.921700223713647e-05,6.05276,3.09086,0.0,0,0.0,-6.827220503756077e-05,4.8542796727038704e-05,0.0
2010-08-02,-6.61892361111111e-05,3.4234234234234234e-05,5.97629,3.06178,0.0,0,0.0,-6.528253424657534e-05,3.37652721214365e-05,0.0
2010-08-03,-6.780402449693789e-05,3.153153153153153e-05,5.96806,3.0399,0.0,0,0.0,-6.687520224355517e-05,3.109959274342836e-05,0.0
2010-08-04,-6.41025641025641e-05,3.708964646464646e-05,5.99468,3.05037,0.0,0,0.0,-6.322444678609062e-05,3.6581569115815686e-05,0.0
2010-08-05,-6.517094017094017e-05,3.772095959595961e-05,5.97651,3.04215,0.0,0,0.0,-6.42781875658588e-05,3.7204234122042355e-05,0.0
2010-08-06,-6.65374677002584e-05,3.377525252525252e-05,5.95522,3.02976,0.0,0,0.0,-6.562599553998088e-05,3.331257783312578e-05,0.0
2010-08-09,-7.384259259259262e-05,4.9425287356321825e-05,6.01647,3.02499,0.0,0,0.0,-7.283105022831052e-05,4.874822862541331e-05,0.0
2010-08-10,-6.955555555555556e-05,4.648148148148148e-05,6.05681,3.04472,0.0,0,0.0,-6.86027397260274e-05,4.584474885844749e-05,0.0
2010-08-11,-7.034050179211469e-05,3.3514492753623195e-05,6.189,3.11928,0.0,0,0.0,-6.937693327441449e-05,3.305539011316261e-05,0.0
2010-08-12,-7.056451612903228e-05,3.321256038647343e-05,6.16045,3.14895,0.0,0,0.0,-6.959787892178525e-05,3.27575938058368e-05,0.0
2010-08-13,-6.857638888888888e-05,3.630050505050506e-05,6.20486,3.14598,0.0,0,0.0,-6.763698630136986e-05,3.5803237858032386e-05,0.0
2010-08-16,-7.768361581920906e-05,5.03003003003003e-05,6.15825,3.13626,0.0,0,0.0,-7.661945669839798e-05,4.9611255090707146e-05,0.0
2010-08-17,-7.064741907261593e-05,3.965960179833013e-05,6.15955,3.103,0.0,0,0.0,-6.967964620860748e-05,3.911631958191465e-05,0.0
2010-08-18,-7.174103237095363e-05,4.126984126984126e-05,6.18021,3.08429,0.0,0,0.0,-7.075827850285838e-05,4.0704500978473565e-05,0.0
2010-08-19,-7.862523540489642e-05,5.086336336336335e-05,6.18944,3.10222,0.0,0,0.0,-7.754817738565126e-05,5.016660496112549e-05,0.0
2010-08-20,-7.598714416896233e-05,5.0038051750380515e-05,6.22969,3.14194,0.0,0,0.0,-7.494622438582588e-05,4.935259898667667e-05,0.0
2010-08-23,-7.838983050847457e-05,5.311561561561563e-05,6.25118,3.17989,0.0,0,0.0,-7.731599721383794e-05,5.2388004442798973e-05,0.0
2010-08-24,-7.158988256549234e-05,3.5974499089253186e-05,6.29938,3.19671,0.0,0,0.0,-7.060919924267737e-05,3.5481697731866155e-05,0.0
2010-08-25,-7.158988256549234e-05,3.5974499089253186e-05,6.26233,3.17819,0.0,0,0.0,-7.060919924267737e-05,3.5481697731866155e-05,0.0
2010-08-26,-7.509416195856874e-05,5.322455322455323e-05,6.31611,3.14851,0.0,0,0.0,-7.406547480845136e-05,5.249544975572373e-05,0.0
2010-08-27,-7.158988256549234e-05,3.6126290224650884e-05,6.23755,3.14782,0.0,0,0.0,-7.060919924267737e-05,3.563140953664197e-05,0.0
2010-08-30,-7.580037664783429e-05,5.3807303807303826e-05,6.30078,3.15934,0.0,0,0.0,-7.476201532389134e-05,5.307021745377911e-05,0.0
2010-08-31,-7.000000000000001e-05,3.965960179833013e-05,6.27131,3.18006,0.0,0,0.0,-6.904109589041097e-05,3.911631958191465e-05,0.0
2010-09-01,-7.354280510018217e-05,5.2721088435374155e-05,6.19915,3.14972,0.0,0,0.0,-7.25353694138783e-05,5.199888174447861e-05,0.0
2010-09-02,-7.235663082437277e-05,3.835227272727272e-05,6.14627,3.10834,0.0,0,0.0,-7.136544410075123e-05,3.7826899128268983e-05,0.0
2010-09-03,-7.768361581920906e-05,5.10878010878011e-05,6.09907,3.09478,0.0,0,0.0,-7.661945669839798e-05,5.0387968196187384e-05,0.0
2010-09-06,-7.580037664783429e-05,5.3807303807303826e-05,6.14027,3.07421,0.0,0,0.0,-7.476201532389134e-05,5.307021745377911e-05,0.0
2010-09-07,-7.65065913370998e-05,5.011655011655011e-05,6.2134,3.11143,0.0,0,0.0,-7.545855583933132e-05,4.943002203276176e-05,0.0
2010-09-08,-7.563025210084033e-05,4.8032407407407415e-05,6.19197,3.1197,0.0,0,0.0,-7.45942212501439e-05,4.73744292237443e-05,0.0
2010-09-09,-7.674199623352165e-05,4.9145299145299147e-05,6.18882,3.11788,0.0,0,0.0,-7.569073601114464e-05,4.8472075869336136e-05,0.0
2010-09-10,-7.69774011299435e-05,5.477855477855478e-05,6.13282,3.11145,0.0,0,0.0,-7.592291618295799e-05,5.402816361720472e-05,0.0
2010-09-13,-7.603578154425612e-05,5.4001554001554e-05,6.1029,3.08417,0.0,0,0.0,-7.499419549570467e-05,5.326180668646423e-05,0.0
2010-09-14,-7.308743169398905e-05,3.6935286935286937e-05,6.07442,3.07968,0.0,0,0.0,-7.208623399955086e-05,3.6429324100556986e-05,0.0
2010-09-15,-7.226738934056007e-05,4.232804232804232e-05,6.1096,3.03862,0.0,0,0.0,-7.127742510301815e-05,4.174820613176778e-05,0.0
2010-09-16,-7.580037664783429e-05,5.3807303807303826e-05,6.08379,3.0384,0.0,0,0.0,-7.476201532389134e-05,5.307021745377911e-05,0.0
2010-09-17,-7.586367880485526e-05,5.401234567901235e-05,6.07585,3.04354,0.0,0,0.0,-7.482445032807642e-05,5.327245053272451e-05,0.0
2010-09-20,-7.692307692307694e-05,5.45774647887324e-05,6.04579,3.02918,0.0,0,0.0,-7.586933614330876e-05,5.382982828477717e-05,0.0
