20050218 01:00,3.0484,3.0258,3.0665,3.049,0,3.0609,3.0473,3.081,3.06,0
20050221 01:00,3.049,3.0266,3.0563,3.0272,0,3.06,3.0391,3.0611,3.0397,0
20050222 01:00,3.027,2.9777,3.0279,2.9835,0,3.0395,2.9902,3.0404,2.996,0
20050223 01:00,2.9836,2.966,2.998,2.9674,0,2.9961,2.9742,3.0015,2.9799,0
20050224 01:00,2.9676,2.9639,2.9947,2.9769,0,2.9801,2.9674,2.9982,2.9919,0
20050225 01:00,2.977,2.9259,2.9847,2.9462,0,2.992,2.955,2.9953,2.9572,0
20050228 01:00,2.9465,2.9302,2.9693,2.9431,0,2.9575,2.9353,2.9803,2.9556,0
20050301 01:00,2.943,2.928,2.9712,2.9648,0,2.9555,2.9315,2.9847,2.9798,0
20050302 01:00,2.965,2.9647,3.0064,2.9935,0,2.98,2.9744,3.0165,3.006,0
20050303 01:00,2.9935,2.9646,3.0068,2.9943,0,3.006,2.9681,3.0147,3.0068,0
20050304 01:00,2.9941,2.9182,3.0088,2.9462,0,3.0066,2.9453,3.0198,2.9572,0
20050307 01:00,2.9462,2.9286,2.9495,2.9332,0,2.9572,2.9326,2.9576,2.9457,0
20050308 01:00,2.9333,2.9062,2.9429,2.9093,0,2.9458,2.9098,2.9496,2.9218,0
20050309 01:00,2.9095,2.9006,2.9382,2.9031,0,2.922,2.9044,2.9417,2.9156,0
20050310 01:00,2.9029,2.9007,2.9741,2.9553,0,2.9154,2.9118,2.9781,2.9678,0
20050311 01:00,2.955,2.9091,2.9655,2.9291,0,2.9675,2.9222,2.9739,2.9401,0
20050314 01:00,2.9294,2.9291,3.0067,2.992,0,2.9404,2.9401,3.0131,3.0045,0
20050315 01:00,2.992,2.9843,3.0455,3.0424,0,3.0045,2.9883,3.0543,3.0524,0
20050316 01:00,3.0424,3.0199,3.0661,3.0414,0,3.0524,3.0234,3.0701,3.0564,0
20050317 01:00,3.0414,3.0361,3.0955,3.043,0,3.0564,3.0444,3.0995,3.0605,0
20050318 01:00,3.043,3.0063,3.0639,3.0397,0,3.0605,3.03,3.0688,3.0507,0
20050321 01:00,3.0395,3.0345,3.1316,3.0774,0,3.0505,3.0455,3.1356,3.0899,0
20050322 01:00,3.0772,3.0682,3.1436,3.1301,0,3.0897,3.0732,3.1561,3.1426,0
20050323 01:00,3.1299,3.1294,3.198,3.1872,0,3.1424,3.1419,3.203,3.1922,0
20050324 01:00,3.1869,3.158,3.1959,3.1778,0,3.1919,3.163,3.2009,3.1903,0
20050325 01:00,3.1775,3.1596,3.1877,3.1865,0,3.19,3.1764,3.216,3.1965,0
20050328 02:00,3.1864,3.1819,3.2502,3.2264,0,3.1964,3.1919,3.2652,3.2414,0
20050329 02:00,3.2264,3.1912,3.2277,3.1971,0,3.2414,3.1962,3.2427,3.2121,0
20050330 02:00,3.1968,3.1542,3.1986,3.1669,0,3.2118,3.1633,3.2136,3.1819,0
20050331 02:00,3.1667,3.1325,3.1683,3.151,0,3.1817,3.14,3.1833,3.1635,0
20050401 02:00,3.1512,3.1071,3.1847,3.1743,0,3.1637,3.1171,3.2106,3.1893,0
20050404 02:00,3.1745,3.1738,3.2002,3.1958,0,3.1895,3.1863,3.2119,3.2108,0
20050405 02:00,3.1958,3.182,3.23,3.1998,0,3.2108,3.187,3.235,3.2148,0
20050406 02:00,3.1999,3.1784,3.2128,3.1902,0,3.2149,3.1834,3.2178,3.2027,0
20050407 02:00,3.1905,3.1618,3.1915,3.19,0,3.203,3.1678,3.204,3.2025,0
20050408 02:00,3.19,3.1494,3.2119,3.1704,0,3.2025,3.1784,3.2169,3.1814,0
20050411 02:00,3.1704,3.1393,3.1723,3.147,0,3.1814,3.1496,3.1833,3.1595,0
20050412 02:00,3.147,3.1303,3.1798,3.1619,0,3.1595,3.1353,3.1896,3.1744,0
20050413 02:00,3.1618,3.1397,3.1778,3.1632,0,3.1743,3.1447,3.1886,3.1882,0
20050414 02:00,3.163,3.1613,3.2254,3.2153,0,3.188,3.1742,3.231,3.2278,0
20050415 02:00,3.2156,3.1815,3.2367,3.2111,0,3.2281,3.1994,3.2462,3.2211,0
20050418 02:00,3.2111,3.1985,3.2337,3.2086,0,3.2211,3.2035,3.2387,3.2211,0
20050419 02:00,3.2088,3.1914,3.2371,3.1981,0,3.2213,3.2039,3.2421,3.2106,0
20050420 02:00,3.1979,3.1725,3.2056,3.1776,0,3.2104,3.1776,3.2109,3.1901,0
20050421 02:00,3.1776,3.1701,3.2167,3.2086,0,3.1901,3.1817,3.2228,3.2211,0
20050422 02:00,3.2086,3.1798,3.234,3.1947,0,3.2211,3.1848,3.239,3.2197,0
20050425 02:00,3.1947,3.1941,3.2501,3.2169,0,3.2197,3.2095,3.2551,3.2294,0
20050426 02:00,3.2167,3.214,3.2501,3.2323,0,3.2292,3.225,3.2551,3.2448,0
20050427 02:00,3.2323,3.2318,3.2848,3.2772,0,3.2448,3.2443,3.2957,3.2897,0
20050428 02:00,3.2771,3.2741,3.3267,3.3165,0,3.2896,3.2796,3.3392,3.329,0
20050429 02:00,3.3165,3.2884,3.3263,3.3227,0,3.329,3.2944,3.3579,3.3327,0
20050502 02:00,3.3225,3.3011,3.3317,3.3097,0,3.3325,3.3136,3.3417,3.3222,0
20050503 02:00,3.3098,3.2662,3.3228,3.2667,0,3.3223,3.2792,3.3278,3.2817,0
20050504 02:00,3.267,3.2282,3.2783,3.2322,0,3.282,3.2378,3.2833,3.2447,0
20050505 02:00,3.2324,3.1846,3.2324,3.1947,0,3.2449,3.1907,3.2449,3.2097,0
20050506 02:00,3.1949,3.1512,3.2239,3.2097,0,3.2099,3.1637,3.2387,3.2207,0
20050509 02:00,3.2109,3.1647,3.2313,3.2157,0,3.2219,3.1757,3.2438,3.2282,0
20050510 02:00,3.2159,3.2151,3.2481,3.2357,0,3.2284,3.2276,3.2566,3.2482,0
20050511 02:00,3.2354,3.2277,3.2599,3.236,0,3.2479,3.2335,3.267,3.2485,0
20050512 02:00,3.236,3.2345,3.2853,3.2774,0,3.2485,3.2395,3.2978,3.2899,0
20050513 02:00,3.2777,3.2769,3.3149,3.3039,0,3.2902,3.2885,3.3427,3.3289,0
20050516 02:00,3.3035,3.3003,3.349,3.3272,0,3.3285,3.3232,3.3604,3.3397,0
20050517 02:00,3.3272,3.3152,3.3457,3.3271,0,3.3397,3.3202,3.3582,3.3396,0
20050518 02:00,3.3274,3.2746,3.3441,3.2845,0,3.3399,3.2871,3.3566,3.297,0
20050519 02:00,3.2845,3.2745,3.2957,3.2827,0,3.297,3.2795,3.3054,3.2952,0
20050520 02:00,3.2809,3.2755,3.3356,3.3242,0,3.2934,3.288,3.3606,3.3342,0
20050523 02:00,3.3241,3.2999,3.357,3.3195,0,3.3341,3.3049,3.364,3.332,0
20050524 02:00,3.3195,3.3034,3.3324,3.3057,0,3.332,3.3084,3.3374,3.3182,0
20050525 02:00,3.3057,3.304,3.3291,3.3143,0,3.3182,3.3127,3.3366,3.3268,0
20050526 02:00,3.314,3.307,3.3423,3.3356,0,3.3265,3.312,3.3531,3.3481,0
20050527 02:00,3.3356,3.268,3.3362,3.308,0,3.3481,3.2978,3.3487,3.318,0
20050530 02:00,3.308,3.3013,3.3403,3.3267,0,3.318,3.3063,3.3528,3.3392,0
20050531 02:00,3.3267,3.3177,3.3863,3.3792,0,3.3392,3.3227,3.3988,3.3917,0
20050601 02:00,3.3792,3.3634,3.4055,3.3921,0,3.3917,3.3684,3.4173,3.4046,0
20050602 02:00,3.3921,3.3457,3.4025,3.3478,0,3.4046,3.3545,3.415,3.3603,0
20050603 02:00,3.3478,3.3303,3.3665,3.3449,0,3.3603,3.3403,3.3874,3.3549,0
20050606 02:00,3.3449,3.318,3.3578,3.3231,0,3.3549,3.323,3.3678,3.3356,0
20050607 02:00,3.3229,3.2911,3.3253,3.2956,0,3.3354,3.2961,3.3378,3.3081,0
20050608 02:00,3.2956,3.2745,3.308,3.2982,0,3.3081,3.2795,3.3202,3.3107,0
20050609 02:00,3.2982,3.2908,3.3244,3.2964,0,3.3107,3.2958,3.3294,3.3089,0
20050610 02:00,3.2964,3.2813,3.3229,3.3141,0,3.3089,3.2863,3.3438,3.3241,0
20050613 02:00,3.3141,3.3112,3.3699,3.3391,0,3.3241,3.3211,3.3749,3.3441,0
20050614 02:00,3.3391,3.3256,3.3542,3.3438,0,3.3441,3.3306,3.3617,3.3563,0
20050615 02:00,3.3438,3.3223,3.3558,3.3406,0,3.3563,3.3348,3.3608,3.3531,0
20050616 02:00,3.3409,3.3296,3.3536,3.3325,0,3.3534,3.339,3.3593,3.345,0
20050617 02:00,3.3325,3.2927,3.3492,3.3269,0,3.345,3.324,3.3641,3.3344,0
20050620 02:00,3.3269,3.3257,3.3508,3.3324,0,3.3344,3.3332,3.3583,3.3449,0
20050621 02:00,3.3325,3.3245,3.3601,3.3275,0,3.345,3.337,3.3651,3.34,0
20050622 02:00,3.3275,3.3076,3.3482,3.3183,0,3.34,3.319,3.3607,3.3308,0
20050623 02:00,3.3181,3.3085,3.3361,3.3304,0,3.3306,3.3125,3.344,3.3429,0
20050624 02:00,3.3301,3.2924,3.3505,3.3105,0,3.3426,3.3241,3.3555,3.3305,0
20050627 02:00,3.3105,3.3035,3.3452,3.3351,0,3.3305,3.3085,3.3544,3.3476,0
20050628 02:00,3.3351,3.3319,3.3654,3.3562,0,3.3476,3.3444,3.3779,3.3687,0
20050629 02:00,3.3562,3.3344,3.3704,3.3352,0,3.3687,3.3432,3.3754,3.3477,0
20050630 02:00,3.3352,3.3281,3.3622,3.3378,0,3.3477,3.3365,3.3747,3.3503,0
20050701 02:00,3.3378,3.326,3.3673,3.3653,0,3.3503,3.331,3.3912,3.3753,0
20050704 02:00,3.3653,3.3545,3.3775,3.3654,0,3.3753,3.3634,3.3846,3.3779,0
20050705 02:00,3.3657,3.3582,3.4015,3.3707,0,3.3782,3.3707,3.4065,3.3957,0
20050706 02:00,3.3704,3.3637,3.4251,3.4155,0,3.3954,3.3759,3.4344,3.428,0
20050707 02:00,3.4155,3.4126,3.4541,3.423,0,3.428,3.4244,3.4591,3.4355,0
20050708 02:00,3.423,3.3762,3.4393,3.3931,0,3.4355,3.401,3.4443,3.4031,0
20050711 02:00,3.3931,3.3706,3.4091,3.3716,0,3.4031,3.3831,3.4141,3.3841,0
20050712 02:00,3.3716,3.3521,3.3855,3.3599,0,3.3841,3.3646,3.398,3.3724,0
20050713 02:00,3.3597,3.3587,3.444,3.4327,0,3.3722,3.3688,3.4565,3.4452,0
20050714 02:00,3.433,3.4142,3.4482,3.4352,0,3.4455,3.4192,3.4544,3.4477,0
20050715 02:00,3.4355,3.4032,3.436,3.4247,0,3.448,3.4233,3.4604,3.4347,0
20050718 02:00,3.4245,3.3867,3.4288,3.3972,0,3.4345,3.3923,3.4388,3.4097,0
20050719 02:00,3.3972,3.3966,3.4441,3.4095,0,3.4097,3.4091,3.4491,3.422,0
20050720 02:00,3.4098,3.3877,3.4473,3.396,0,3.4223,3.4002,3.4523,3.4085,0
20050721 02:00,3.3958,3.3634,3.4087,3.3772,0,3.4083,3.3684,3.4188,3.3897,0
20050722 02:00,3.3769,3.3696,3.4173,3.4131,0,3.3894,3.3746,3.4474,3.4231,0
20050725 02:00,3.4131,3.3939,3.4189,3.4082,0,3.4231,3.3974,3.4257,3.4207,0
20050726 02:00,3.4082,3.4048,3.4468,3.4175,0,3.4207,3.4133,3.4503,3.4275,0
20050727 02:00,3.4173,3.3783,3.4347,3.3796,0,3.4273,3.3875,3.4382,3.3921,0
20050728 02:00,3.3796,3.342,3.3946,3.3467,0,3.3921,3.3522,3.4001,3.3592,0
20050729 02:00,3.3466,3.3288,3.3758,3.3312,0,3.3591,3.3395,3.384,3.3412,0
20050801 02:00,3.3312,3.3091,3.3444,3.3179,0,3.3412,3.3131,3.3494,3.3304,0
20050802 02:00,3.318,3.3065,3.3411,3.3391,0,3.3305,3.3105,3.3536,3.3516,0
20050803 02:00,3.34,3.2966,3.342,3.306,0,3.3525,3.3088,3.3541,3.3185,0
20050804 02:00,3.3063,3.2755,3.3121,3.284,0,3.3188,3.2855,3.3204,3.2965,0
20050805 02:00,3.2838,3.2659,3.3013,3.2907,0,3.2963,3.285,3.3232,3.3007,0
20050808 02:00,3.2907,3.2492,3.2957,3.2588,0,3.3007,3.2603,3.3057,3.2713,0
20050809 02:00,3.2588,3.2461,3.2764,3.2647,0,3.2713,3.2552,3.2824,3.2772,0
20050810 02:00,3.2647,3.2379,3.2678,3.2388,0,3.2772,3.2494,3.2795,3.2513,0
20050811 02:00,3.2388,3.2213,3.2542,3.2267,0,3.2513,3.2328,3.2602,3.2392,0
20050812 02:00,3.2267,3.2188,3.2611,3.2534,0,3.2392,3.2313,3.281,3.2634,0
20050815 02:00,3.2533,3.247,3.2873,3.2823,0,3.2633,3.257,3.2967,3.2948,0
20050816 02:00,3.2825,3.2328,3.2827,3.2422,0,3.295,3.2453,3.2952,3.2547,0
20050817 02:00,3.2422,3.2419,3.2838,3.2618,0,3.2547,3.2544,3.2868,3.2743,0
20050818 02:00,3.2618,3.26,3.3028,3.2934,0,3.2743,3.2656,3.3087,3.3059,0
20050819 02:00,3.2934,3.2898,3.3317,3.3122,0,3.3059,3.3015,3.3487,3.3222,0
20050822 02:00,3.3124,3.2785,3.3189,3.2876,0,3.3224,3.2846,3.3289,3.3001,0
20050823 02:00,3.2876,3.2668,3.2945,3.2776,0,3.3001,3.2771,3.3032,3.2901,0
20050824 02:00,3.2774,3.2665,3.2945,3.2705,0,3.2899,3.279,3.3016,3.283,0
20050825 02:00,3.2704,3.2661,3.2992,3.2838,0,3.2829,3.2741,3.3027,3.2963,0
20050826 02:00,3.2838,3.2597,3.3021,3.2915,0,3.2963,3.2805,3.3316,3.3015,0
20050829 02:00,3.2916,3.283,3.3204,3.3182,0,3.3016,3.2924,3.3329,3.3307,0
20050830 02:00,3.3181,3.3064,3.3258,3.3089,0,3.3306,3.31,3.3326,3.3214,0
20050831 02:00,3.3086,3.2437,3.319,3.2496,0,3.3211,3.2524,3.3276,3.2621,0
20050901 02:00,3.2496,3.1802,3.256,3.1918,0,3.2621,3.1894,3.2685,3.2043,0
20050902 02:00,3.1918,3.1291,3.1931,3.1471,0,3.2043,3.154,3.2056,3.1571,0
20050905 02:00,3.1471,3.1267,3.1555,3.1525,0,3.1571,3.1302,3.1665,3.165,0
20050906 02:00,3.1527,3.1326,3.1773,3.1397,0,3.1652,3.1361,3.1808,3.1522,0
20050907 02:00,3.1399,3.1093,3.1776,3.1708,0,3.1524,3.1218,3.1901,3.1833,0
20050908 02:00,3.1708,3.1487,3.1893,3.1654,0,3.1833,3.1522,3.1949,3.1754,0
20050909 02:00,3.1652,3.1392,3.1925,3.1756,0,3.1752,3.1538,3.196,3.1856,0
20050912 02:00,3.1756,3.1692,3.2117,3.1989,0,3.1856,3.1792,3.2152,3.2024,0
20050913 02:00,3.1992,3.1812,3.209,3.1879,0,3.2027,3.1847,3.2125,3.2004,0
20050914 02:00,3.1882,3.1729,3.2071,3.1998,0,3.2007,3.1789,3.2106,3.2073,0
20050915 02:00,3.2001,3.1671,3.204,3.171,0,3.2076,3.1706,3.2081,3.1745,0
20050916 02:00,3.1713,3.1488,3.1893,3.1888,0,3.1748,3.1583,3.2217,3.1988,0
20050919 02:00,3.1888,3.1832,3.217,3.1858,0,3.1988,3.1898,3.2205,3.1983,0
20050920 02:00,3.1861,3.1757,3.2036,3.185,0,3.1986,3.1848,3.2141,3.1975,0
20050921 02:00,3.1852,3.1727,3.2102,3.1889,0,3.1977,3.1805,3.2137,3.2014,0
20050922 02:00,3.1887,3.1813,3.2314,3.2189,0,3.2012,3.1898,3.2372,3.2314,0
20050923 02:00,3.2186,3.1892,3.2295,3.2194,0,3.2311,3.2083,3.2556,3.2294,0
20050926 02:00,3.2194,3.2174,3.2758,3.2493,0,3.2294,3.2274,3.2793,3.2618,0
20050927 02:00,3.2493,3.2274,3.2685,3.2377,0,3.2618,3.2309,3.272,3.2502,0
20050928 02:00,3.2374,3.2283,3.2615,3.2362,0,3.2499,3.2357,3.265,3.2397,0
20050929 02:00,3.2362,3.2285,3.2524,3.2406,0,3.2397,3.232,3.258,3.2531,0
20050930 02:00,3.2403,3.2343,3.2711,3.2646,0,3.2528,3.2407,3.2919,3.2746,0
20051003 02:00,3.2646,3.2605,3.2957,3.2895,0,3.2746,3.2705,3.3082,3.302,0
20051004 02:00,3.29,3.2821,3.305,3.2907,0,3.3025,3.2912,3.3147,3.3032,0
20051005 02:00,3.2907,3.2444,3.2947,3.2465,0,3.3032,3.2569,3.3053,3.259,0
20051006 02:00,3.2465,3.2138,3.2754,3.2208,0,3.259,3.2232,3.2789,3.2333,0
20051007 02:00,3.2208,3.1882,3.2442,3.2127,0,3.2333,3.2153,3.2496,3.2227,0
20051010 02:00,3.2126,3.195,3.2277,3.2256,0,3.2226,3.1985,3.2402,3.2381,0
20051011 02:00,3.2256,3.2053,3.233,3.2267,0,3.2381,3.2088,3.2455,3.2392,0
20051012 02:00,3.2267,3.2157,3.2357,3.2319,0,3.2392,3.2192,3.2482,3.2444,0
20051013 02:00,3.2319,3.2285,3.2853,3.2524,0,3.2444,3.2352,3.2913,3.2584,0
20051014 02:00,3.2524,3.2198,3.2816,3.2344,0,3.2584,3.2415,3.2851,3.2444,0
20051017 02:00,3.2347,3.227,3.2535,3.2386,0,3.2447,3.2311,3.266,3.2511,0
20051018 02:00,3.2386,3.2381,3.263,3.2549,0,3.2511,3.2455,3.2695,3.2674,0
20051019 02:00,3.2552,3.2445,3.2811,3.2548,0,3.2677,3.2517,3.2846,3.2673,0
20051020 02:00,3.2548,3.2241,3.2625,3.2326,0,3.2673,3.2276,3.2684,3.2361,0
20051021 02:00,3.2329,3.2301,3.2724,3.2641,0,3.2364,3.2336,3.3027,3.2741,0
20051024 02:00,3.2641,3.253,3.2919,3.266,0,3.2741,3.2629,3.2984,3.2785,0
20051025 02:00,3.2662,3.2357,3.2783,3.2388,0,3.2787,3.2414,3.2868,3.2513,0
20051026 02:00,3.2389,3.2325,3.3026,3.281,0,3.2514,3.2385,3.3075,3.2935,0
20051027 02:00,3.2807,3.2653,3.3116,3.2689,0,3.2932,3.2715,3.3151,3.2814,0
20051028 02:00,3.269,3.2683,3.3187,3.3074,0,3.2815,3.2767,3.3448,3.3174,0
20051031 01:00,3.3074,3.2943,3.3162,3.3042,0,3.3174,3.2978,3.3223,3.3167,0
20051101 01:00,3.3042,3.296,3.3226,3.2983,0,3.3167,3.3015,3.3351,3.3108,0
20051102 01:00,3.2983,3.2732,3.3141,3.2799,0,3.3108,3.2819,3.3176,3.2924,0
20051103 01:00,3.28,3.2792,3.3205,3.3176,0,3.2925,3.2827,3.324,3.3211,0
20051104 01:00,3.32,3.3156,3.3932,3.3812,0,3.3235,3.3191,3.4217,3.3912,0
20051107 01:00,3.3812,3.3571,3.4359,3.4318,0,3.3912,3.3606,3.4394,3.4353,0
20051108 01:00,3.4318,3.3905,3.4363,3.4007,0,3.4353,3.4026,3.4398,3.4132,0
20051109 01:00,3.4007,3.3814,3.4337,3.4271,0,3.4132,3.3849,3.4412,3.4346,0
20051110 01:00,3.4271,3.4053,3.4376,3.4209,0,3.4346,3.4103,3.4417,3.4334,0
20051111 01:00,3.4212,3.4099,3.4512,3.4279,0,3.4337,3.4275,3.4687,3.4379,0
20051114 01:00,3.4282,3.3912,3.4328,3.4163,0,3.4382,3.3947,3.4428,3.4288,0
20051115 01:00,3.4166,3.3917,3.4345,3.3978,0,3.4291,3.4039,3.438,3.4103,0
20051116 01:00,3.3975,3.3863,3.4164,3.4056,0,3.41,3.3893,3.4229,3.4181,0
20051117 01:00,3.4056,3.3671,3.4174,3.3802,0,3.4181,3.3796,3.4204,3.3927,0
20051118 01:00,3.3802,3.3515,3.4032,3.3705,0,3.3927,3.3776,3.4157,3.3805,0
20051121 01:00,3.3708,3.3586,3.3899,3.3857,0,3.3808,3.3621,3.4012,3.3982,0
20051122 01:00,3.386,3.353,3.3984,3.3573,0,3.3985,3.3655,3.4019,3.3698,0
20051123 01:00,3.3573,3.3129,3.3586,3.3159,0,3.3698,3.3254,3.3711,3.3284,0
20051124 01:00,3.316,3.3093,3.3319,3.321,0,3.3285,3.3187,3.3375,3.3335,0
20051125 01:00,3.3207,3.3143,3.3462,3.3443,0,3.3332,3.3211,3.3756,3.3543,0
20051128 01:00,3.3443,3.2684,3.3456,3.29,0,3.3543,3.2809,3.3556,3.3025,0
20051129 01:00,3.29,3.2802,3.3235,3.3014,0,3.3025,3.2876,3.327,3.3139,0
20051130 01:00,3.3014,3.2961,3.3251,3.3176,0,3.3139,3.3039,3.3307,3.3301,0
20051201 01:00,3.3176,3.3115,3.3376,3.3194,0,3.3301,3.315,3.3411,3.3229,0
20051202 01:00,3.3193,3.2759,3.3212,3.3044,0,3.3228,3.3025,3.3354,3.3144,0
20051205 01:00,3.3044,3.2485,3.3081,3.2586,0,3.3144,3.261,3.3152,3.2711,0
20051206 01:00,3.2586,3.241,3.2732,3.2563,0,3.2711,3.2526,3.2793,3.2688,0
20051207 01:00,3.2563,3.2548,3.2807,3.2739,0,3.2688,3.2646,3.2903,3.2864,0
20051208 01:00,3.2739,3.262,3.284,3.2751,0,3.2864,3.2655,3.2957,3.2876,0
20051209 01:00,3.2753,3.232,3.2914,3.2522,0,3.2878,3.2512,3.2996,3.2622,0
20051212 01:00,3.2522,3.183,3.2668,3.1911,0,3.2622,3.1909,3.2763,3.2036,0
20051213 01:00,3.1912,3.1754,3.2188,3.1928,0,3.2037,3.185,3.2263,3.2053,0
20051214 01:00,3.1928,3.1739,3.1995,3.1924,0,3.2053,3.1774,3.212,3.2049,0
20051215 01:00,3.1927,3.1868,3.2268,3.2228,0,3.2052,3.1903,3.2393,3.2353,0
20051216 01:00,3.2232,3.1911,3.2364,3.2171,0,3.2357,3.2216,3.2538,3.2271,0
20051219 01:00,3.2171,3.1952,3.2248,3.2119,0,3.2271,3.207,3.2304,3.2244,0
20051220 01:00,3.2121,3.1958,3.2334,3.2275,0,3.2246,3.2083,3.2452,3.24,0
20051221 01:00,3.2275,3.213,3.2493,3.2329,0,3.24,3.2216,3.257,3.2454,0
20051222 01:00,3.2329,3.2247,3.2512,3.2274,0,3.2454,3.2314,3.2552,3.2399,0
20051223 01:00,3.2274,3.1894,3.2496,3.2027,0,3.2399,3.2219,3.2552,3.2527,0
20051226 01:00,3.2027,3.197,3.2131,3.2112,0,3.2527,3.2437,3.2546,3.2462,0
20051227 01:00,3.2113,3.2077,3.2498,3.2402,0,3.2463,3.225,3.2577,3.2527,0
20051228 01:00,3.2402,3.2097,3.2687,3.251,0,3.2527,3.2222,3.2727,3.2635,0
20051229 01:00,3.2507,3.2386,3.2634,3.2435,0,3.2632,3.2511,3.2713,3.256,0
20051230 01:00,3.2434,3.22,3.2709,3.2301,0,3.2559,3.2481,3.2804,3.2801,0
20060102 01:00,3.2301,3.2207,3.2509,3.2274,0,3.2801,3.2707,3.3009,3.2774,0
20060103 01:00,3.2274,3.1624,3.256,3.1669,0,3.2774,3.1749,3.2825,3.1794,0
20060104 01:00,3.167,3.1334,3.1882,3.1468,0,3.1795,3.1377,3.1917,3.1593,0
20060105 01:00,3.1468,3.1315,3.1518,3.1409,0,3.1593,3.135,3.1598,3.1534,0
20060106 01:00,3.1414,3.1045,3.1592,3.1263,0,3.1539,3.1195,3.1627,3.1363,0
20060109 01:00,3.1266,3.1034,3.1307,3.1134,0,3.1366,3.1113,3.1407,3.1259,0
20060110 01:00,3.1132,3.1117,3.1452,3.1282,0,3.1257,3.1242,3.1577,3.1407,0
20060111 01:00,3.1282,3.1113,3.1453,3.116,0,3.1407,3.1165,3.1561,3.1285,0
20060112 01:00,3.116,3.1094,3.1607,3.1519,0,3.1285,3.1131,3.167,3.1644,0
20060113 01:00,3.1519,3.1109,3.1664,3.1352,0,3.1644,3.142,3.1699,3.1452,0
20060116 01:00,3.1352,3.1253,3.1451,3.1341,0,3.1452,3.1293,3.156,3.1466,0
20060117 01:00,3.1341,3.128,3.1895,3.1701,0,3.1466,3.1405,3.193,3.1826,0
20060118 01:00,3.1703,3.1678,3.1962,3.184,0,3.1828,3.1713,3.2023,3.1965,0
