2005-03-28,6.3519,6.3377,6.3996,6.3458,6.3569,6.3427,6.4046,6.3508
2005-03-29,6.3456,6.3275,6.3685,6.3349,6.3506,6.3325,6.372,6.3399
2005-03-30,6.3352,6.3015,6.3376,6.3336,6.3402,6.305,6.3426,6.3386
2005-03-31,6.3338,6.3003,6.35,6.3372,6.3388,6.3043,6.354,6.3412
2005-04-01,6.3364,6.2718,6.3653,6.3487,6.3404,6.2778,6.3766,6.3537
2005-04-04,6.3482,6.3476,6.3886,6.3797,6.3532,6.3511,6.3926,6.3847
2005-04-05,6.3799,6.3316,6.3859,6.3379,6.3849,6.3366,6.3909,6.3429
2005-04-06,6.3377,6.3186,6.361,6.3404,6.3427,6.3221,6.3645,6.3439
2005-04-07,6.3399,6.3058,6.3722,6.3678,6.3434,6.3093,6.3757,6.3713
2005-04-08,6.3678,6.3218,6.3824,6.3366,6.3713,6.3263,6.3859,6.3416
2005-04-11,6.3364,6.2942,6.3386,6.3146,6.3414,6.2977,6.3436,6.3196
2005-04-12,6.3143,6.2802,6.3573,6.3401,6.3193,6.2837,6.3623,6.3451
2005-04-13,6.3398,6.3142,6.382,6.3802,6.3448,6.3177,6.387,6.3852
2005-04-14,6.3805,6.3771,6.4476,6.4298,6.3855,6.3821,6.4511,6.4348
2005-04-15,6.431,6.3509,6.4434,6.3788,6.436,6.364,6.4484,6.3838
2005-04-18,6.3793,6.2924,6.3841,6.3089,6.3843,6.2959,6.3891,6.3139
2005-04-19,6.3086,6.2679,6.3193,6.2722,6.3136,6.2729,6.3223,6.2772
2005-04-20,6.2726,6.2288,6.2997,6.2353,6.2776,6.2328,6.3037,6.2393
2005-04-21,6.2355,6.218,6.2651,6.2533,6.2395,6.2215,6.2686,6.2583
2005-04-22,6.2531,6.2275,6.2727,6.2671,6.2581,6.2305,6.2777,6.2721
2005-04-25,6.2669,6.2468,6.2949,6.2561,6.2719,6.2518,6.2979,6.2611
2005-04-26,6.2563,6.2437,6.2833,6.2638,6.2613,6.2487,6.2863,6.2688
2005-04-27,6.2635,6.2543,6.2998,6.2869,6.2685,6.2573,6.3028,6.2919
2005-04-28,6.2867,6.2827,6.3196,6.2991,6.2917,6.2877,6.3226,6.3041
2005-04-29,6.2993,6.2722,6.3283,6.3221,6.3043,6.2752,6.3358,6.3296
2005-05-02,6.3219,6.313,6.3366,6.3328,6.3294,6.3189,6.3406,6.3378
2005-05-03,6.3331,6.2641,6.3394,6.2675,6.3381,6.2691,6.3444,6.2725
2005-05-04,6.267,6.2497,6.2819,6.2678,6.272,6.2527,6.2849,6.2728
2005-05-05,6.2675,6.2458,6.2711,6.264,6.2725,6.2508,6.2746,6.269
2005-05-06,6.2638,6.2533,6.3483,6.3437,6.2688,6.2563,6.3533,6.3487
2005-05-09,6.3437,6.2951,6.3526,6.3111,6.3487,6.3001,6.3556,6.3161
2005-05-10,6.3109,6.2773,6.338,6.2871,6.3159,6.2823,6.341,6.2921
2005-05-11,6.2873,6.2589,6.3235,6.308,6.2923,6.2619,6.3285,6.313
2005-05-12,6.3082,6.3075,6.3885,6.3837,6.3132,6.3125,6.3935,6.3887
2005-05-13,6.3842,6.3792,6.4321,6.4161,6.3892,6.3822,6.4471,6.4211
2005-05-16,6.4156,6.3997,6.4354,6.4062,6.4206,6.4047,6.4404,6.4112
2005-05-17,6.4064,6.3862,6.431,6.4197,6.4114,6.3892,6.436,6.4247
2005-05-18,6.4194,6.3841,6.4255,6.3953,6.4244,6.3891,6.4305,6.4003
2005-05-19,6.3954,6.3936,6.4368,6.409,6.4004,6.3986,6.4398,6.414
2005-05-20,6.409,6.4041,6.4788,6.4601,6.414,6.4091,6.4838,6.4651
2005-05-23,6.4596,6.4389,6.4815,6.4602,6.4646,6.4419,6.4845,6.4652
2005-05-24,6.4605,6.4036,6.4616,6.4183,6.4655,6.4066,6.4666,6.4233
2005-05-25,6.4183,6.3584,6.431,6.3673,6.4233,6.3634,6.434,6.3723
2005-05-26,6.3676,6.3634,6.4009,6.3858,6.3726,6.367,6.4039,6.3908
2005-05-27,6.3855,6.329,6.3874,6.3514,6.3905,6.3353,6.3924,6.3564
2005-05-30,6.3512,6.3505,6.4437,6.4287,6.3562,6.355,6.4487,6.4337
2005-05-31,6.4285,6.4058,6.4576,6.4451,6.4335,6.4088,6.4626,6.4501
2005-06-01,6.4451,6.42,6.4906,6.4664,6.4501,6.425,6.4956,6.4714
2005-06-02,6.4664,6.435,6.4805,6.4408,6.4714,6.438,6.4855,6.4458
2005-06-03,6.4408,6.4005,6.4754,6.4452,6.4458,6.4065,6.4804,6.4502
2005-06-06,6.4452,6.3941,6.4562,6.4202,6.4502,6.3971,6.4612,6.4252
2005-06-07,6.4205,6.3858,6.4213,6.3939,6.4255,6.3896,6.4263,6.3989
2005-06-08,6.3939,6.3805,6.4816,6.4642,6.3989,6.3855,6.4866,6.4692
2005-06-09,6.4642,6.441,6.4823,6.4561,6.4692,6.444,6.4853,6.4611
2005-06-10,6.4561,6.402,6.4985,6.4829,6.4611,6.405,6.5035,6.4879
2005-06-13,6.4827,6.4713,6.5303,6.4914,6.4877,6.4743,6.5333,6.4944
2005-06-14,6.4911,6.4751,6.5527,6.527,6.4941,6.4781,6.5557,6.532
2005-06-15,6.527,6.4923,6.5573,6.531,6.532,6.4973,6.5603,6.536
2005-06-16,6.5307,6.4721,6.5324,6.4941,6.5357,6.4751,6.5374,6.4991
2005-06-17,6.4941,6.4121,6.5017,6.4316,6.4991,6.4245,6.5067,6.4366
2005-06-20,6.4316,6.4258,6.4843,6.4774,6.4366,6.4298,6.4883,6.4814
2005-06-21,6.4771,6.4382,6.5187,6.4579,6.4811,6.4432,6.5217,6.4629
2005-06-22,6.4579,6.4448,6.512,6.494,6.4629,6.4488,6.517,6.499
2005-06-23,6.4943,6.4924,6.6062,6.5996,6.4993,6.4974,6.6122,6.6056
2005-06-24,6.5999,6.5454,6.6201,6.5517,6.6059,6.5504,6.626,6.5567
2005-06-27,6.5514,6.512,6.5522,6.5312,6.5564,6.515,6.5572,6.5362
2005-06-28,6.5309,6.5211,6.5947,6.591,6.5359,6.5261,6.5997,6.596
2005-06-29,6.591,6.5256,6.6077,6.5421,6.596,6.5286,6.6107,6.5471
2005-06-30,6.5418,6.5245,6.5641,6.5396,6.5468,6.5295,6.571,6.5446
2005-07-01,6.5394,6.4985,6.6127,6.6085,6.5444,6.5015,6.626,6.6135
2005-07-04,6.6085,6.5829,6.6329,6.6187,6.6135,6.5864,6.6379,6.6237
2005-07-05,6.6157,6.6122,6.6673,6.6311,6.6207,6.6154,6.6703,6.6361
2005-07-06,6.6308,6.6105,6.6624,6.6475,6.6358,6.6135,6.6654,6.6525
2005-07-07,6.6475,6.5584,6.648,6.6151,6.6525,6.5614,6.653,6.6201
2005-07-08,6.6151,6.5583,6.6304,6.5614,6.6201,6.5633,6.6379,6.5664
2005-07-11,6.5614,6.509,6.5986,6.5111,6.5664,6.514,6.6021,6.5161
2005-07-12,6.5111,6.451,6.5165,6.4698,6.5161,6.456,6.5215,6.4748
2005-07-13,6.47,6.4632,6.5518,6.5472,6.475,6.4667,6.5568,6.5522
2005-07-14,6.5476,6.5361,6.5767,6.5614,6.5526,6.5391,6.5797,6.5664
2005-07-15,6.5616,6.5373,6.6261,6.6008,6.5666,6.5423,6.6291,6.6058
2005-07-18,6.6011,6.5711,6.6696,6.6659,6.6061,6.5746,6.6746,6.6709
2005-07-19,6.6658,6.6159,6.703,6.6306,6.6708,6.6209,6.706,6.6356
2005-07-20,6.63,6.5496,6.6507,6.568,6.635,6.5546,6.6537,6.573
2005-07-21,6.5682,6.4916,6.5924,6.541,6.5732,6.4956,6.5964,6.547
2005-07-22,6.5407,6.5321,6.6053,6.5946,6.5467,6.5351,6.6126,6.5996
2005-07-25,6.5952,6.5439,6.6113,6.5657,6.6002,6.5469,6.6143,6.5717
2005-07-26,6.5657,6.547,6.5931,6.5815,6.5717,6.55,6.5981,6.5875
2005-07-27,6.5821,6.5628,6.604,6.569,6.5881,6.5678,6.6079,6.574
2005-07-28,6.5688,6.5156,6.5911,6.524,6.5738,6.5191,6.5941,6.529
2005-07-29,6.5234,6.4388,6.5408,6.443,6.5284,6.4438,6.5438,6.448
2005-08-01,6.4434,6.4077,6.459,6.4261,6.4484,6.4127,6.464,6.4311
2005-08-02,6.4258,6.4072,6.4637,6.4568,6.4308,6.4102,6.4687,6.4618
2005-08-03,6.4568,6.3389,6.4609,6.3693,6.4618,6.3439,6.4659,6.3743
2005-08-04,6.3696,6.3394,6.3976,6.3708,6.3746,6.3429,6.4011,6.3743
2005-08-05,6.371,6.3417,6.4241,6.3977,6.3745,6.3452,6.4291,6.4027
2005-08-08,6.3972,6.3759,6.4179,6.395,6.4022,6.3809,6.4229,6.4
2005-08-09,6.3944,6.3688,6.4122,6.3981,6.3994,6.3738,6.416,6.4041
2005-08-10,6.3981,6.3612,6.4006,6.3658,6.4041,6.3647,6.4066,6.3708
2005-08-11,6.3661,6.3244,6.3779,6.3284,6.3711,6.3279,6.3822,6.3334
2005-08-12,6.3284,6.3183,6.3694,6.3613,6.3334,6.3218,6.3744,6.3663
2005-08-15,6.3618,6.3593,6.4475,6.4428,6.3668,6.3643,6.4525,6.4478
2005-08-16,6.4426,6.4229,6.4712,6.4442,6.4476,6.4279,6.4742,6.4492
2005-08-17,6.4442,6.4287,6.4736,6.4563,6.4492,6.4312,6.4786,6.4613
2005-08-18,6.4565,6.4529,6.5416,6.525,6.4615,6.4574,6.5466,6.53
