,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDDKK,Open Bid_x,Open Bid_y,Open Ask_y
2019-10-30,1.64,-0.88,-0.58,2.3358585858585856e-05,1.64,1.44,1.74
2019-10-31,1.62,-0.87,-0.57,2.321882951653944e-05,1.62,1.44,1.74
2019-11-01,1.61,-0.87,-0.57,2.3201362281822048e-05,1.61,1.51,1.81
2019-11-03,1.59,-0.87,-0.57,2.3166023166023165e-05,1.61,1.51,1.81
2019-11-04,1.59,-0.87,-0.57,2.3166023166023165e-05,1.59,1.49,1.79
2019-11-05,1.59,-0.87,-0.57,2.3166023166023165e-05,1.59,1.52,1.82
2019-11-06,1.59,-0.85,-0.55,2.2951522951522958e-05,1.59,1.53,1.83
2019-11-07,1.59,-0.85,-0.55,2.2951522951522958e-05,1.59,1.54,1.84
2019-11-08,1.59,-0.85,-0.55,2.2951522951522958e-05,1.59,1.52,1.82
2019-11-11,1.59,-0.85,-0.55,2.2951522951522958e-05,1.59,1.56,1.86
2019-11-12,1.59,-0.85,-0.55,2.2951522951522958e-05,1.59,1.6,1.9
2019-11-13,1.57,-0.85,-0.55,2.2913964548205794e-05,1.57,1.59,1.89
2019-11-14,1.57,-0.85,-0.55,2.2913964548205794e-05,1.57,1.48,1.78
2019-11-15,1.57,-0.85,-0.55,2.2913964548205794e-05,1.57,1.51,1.81
2019-11-18,1.56,-0.85,-0.55,2.2894965277777775e-05,1.56,1.53,1.83
2019-11-19,1.56,-0.86,-0.56,2.3003472222222225e-05,1.56,1.51,1.81
2019-11-20,1.54,-0.87,-0.57,2.3075240594925637e-05,1.54,1.49,1.79
2019-11-21,1.55,-0.87,-0.57,2.3093681917211328e-05,1.55,1.47,1.77
2019-11-22,1.54,-0.87,-0.57,2.3075240594925637e-05,1.54,1.51,1.81
2019-11-25,1.54,-0.85,-0.55,2.2856517935258093e-05,1.54,1.56,1.86
2019-11-26,1.53,-0.83,-0.53,2.2617479139218268e-05,1.53,1.59,1.89
2019-11-27,1.52,-0.83,-0.53,2.259700176366843e-05,1.52,1.74,2.04
2019-11-28,1.51,-0.85,-0.55,2.2797698096502875e-05,1.51,1.64,1.94
2019-11-29,1.51,-0.85,-0.55,2.2797698096502875e-05,1.51,1.66,1.96
2019-11-30,1.51,-0.85,-0.55,2.2797698096502875e-05,1.51,1.2,1.7
2019-12-02,1.51,-0.85,-0.55,2.2797698096502875e-05,1.51,1.61,1.91
2019-12-03,1.53,-0.85,-0.55,2.2837066315327184e-05,1.53,1.63,1.93
2019-12-04,1.53,-0.85,-0.55,2.2837066315327184e-05,1.53,1.55,1.85
2019-12-05,1.53,-0.85,-0.55,2.2837066315327184e-05,1.53,1.45,1.75
2019-12-06,1.52,-0.85,-0.55,2.2817460317460315e-05,1.52,1.44,1.74
2019-12-09,1.52,-0.85,-0.55,2.2817460317460315e-05,1.52,1.44,1.74
2019-12-10,1.56,-0.85,-0.55,2.2894965277777775e-05,1.56,1.55,1.85
2019-12-11,1.54,-0.85,-0.55,2.2856517935258093e-05,1.54,1.55,1.85
2019-12-12,1.53,-0.88,-0.58,2.316644707949056e-05,1.53,1.45,1.75
2019-12-13,1.53,-0.88,-0.58,2.316644707949056e-05,1.53,1.5,1.8
2019-12-16,1.53,-0.89,-0.59,2.327624066754501e-05,1.53,1.51,1.81
2019-12-17,1.54,-0.9,-0.6,2.340332458442695e-05,1.54,1.57,1.87
2019-12-18,1.54,-0.9,-0.6,2.340332458442695e-05,1.54,1.57,1.87
2019-12-19,1.54,-0.9,-0.6,2.340332458442695e-05,1.54,1.31,1.61
2019-12-20,1.54,-0.91,-0.61,2.351268591426072e-05,1.54,1.28,1.58
2019-12-23,1.54,-0.77,-0.47,2.198162729658793e-05,1.54,1.53,1.83
2019-12-24,1.6,-0.77,-0.47,2.211538461538462e-05,1.6,4.05,4.35
2019-12-26,1.6,-0.77,-0.47,2.211538461538462e-05,1.6,4.05,4.35
2019-12-27,2.03,-0.77,-0.47,2.2918958562522915e-05,2.03,4.05,4.35
2019-12-30,1.78,-0.77,-0.47,2.2482014388489213e-05,1.78,2.1,2.4
2019-12-31,1.55,-0.8,-0.5,2.233115468409586e-05,1.55,1.58,1.88
2020-01-02,1.57,-0.87,-0.57,2.313013402507566e-05,1.57,1.57,1.87
2020-01-03,1.55,-0.83,-0.53,2.265795206971677e-05,1.55,1.4,1.7
2020-01-06,1.55,-0.87,-0.57,2.3093681917211328e-05,1.55,1.38,1.68
2020-01-07,1.53,-0.88,-0.58,2.316644707949056e-05,1.53,1.39,1.69
2020-01-08,1.53,-0.85,-0.55,2.2837066315327184e-05,1.53,1.31,1.61
2020-01-09,1.51,-0.84,-0.54,2.2687029659141213e-05,1.51,1.27,1.57
2020-01-10,1.51,-0.84,-0.54,2.2687029659141213e-05,1.51,1.32,1.62
2020-01-13,1.54,-0.86,-0.56,2.296587926509187e-05,1.54,1.32,1.62
2020-01-14,1.51,-0.88,-0.58,2.312970340858787e-05,1.51,1.17,1.47
2020-01-15,1.51,-0.89,-0.59,2.324037184594953e-05,1.51,1.13,1.43
2020-01-16,1.5,-0.88,-0.58,2.311111111111111e-05,1.5,1.19,1.49
2020-01-17,1.49,-0.88,-0.58,2.3092369477911647e-05,1.49,1.27,1.57
2020-01-20,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.27,1.57
2020-01-21,1.49,-0.84,-0.54,2.264614011601964e-05,1.49,1.34,1.64
2020-01-22,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.32,1.62
2020-01-23,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.22,1.52
2020-01-24,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.25,1.55
2020-01-27,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.23,1.53
2020-01-28,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.25,1.55
2020-01-29,1.49,-0.85,-0.55,2.275769745649264e-05,1.49,1.35,1.65
2020-01-30,1.49,-0.84,-0.54,2.264614011601964e-05,1.49,1.33,1.63
2020-01-31,1.52,-0.85,-0.55,2.2817460317460315e-05,1.52,1.36,1.66
2020-02-03,1.52,-0.88,-0.58,2.3148148148148147e-05,1.52,1.4,1.7
2020-02-04,1.52,-0.87,-0.57,2.3037918871252205e-05,1.52,1.42,1.72
2020-02-05,1.52,-0.85,-0.55,2.2817460317460315e-05,1.52,1.4,1.7
2020-02-06,1.52,-0.85,-0.55,2.2817460317460315e-05,1.52,1.36,1.66
2020-02-07,1.6,-0.85,-0.55,2.2970085470085472e-05,1.6,1.33,1.63
2020-02-10,1.52,-0.84,-0.54,2.270723104056437e-05,1.52,1.31,1.61
2020-02-11,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.38,1.68
2020-02-12,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.4,1.7
2020-02-13,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.39,1.69
2020-02-14,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.39,1.69
2020-02-17,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.39,1.69
2020-02-18,1.5,-0.85,-0.55,2.277777777777778e-05,1.5,1.42,1.72
2020-02-19,1.5,-0.85,-0.55,2.277777777777778e-05,1.51,1.44,1.74
2020-02-20,1.5,-0.85,-0.55,2.277777777777778e-05,1.51,1.45,1.75
2020-02-21,1.5,-0.85,-0.55,2.277777777777778e-05,1.51,1.4,1.7
2020-02-24,1.5,-0.85,-0.55,2.277777777777778e-05,1.51,1.39,1.69
2020-02-25,1.5,-0.85,-0.55,2.277777777777778e-05,1.51,1.45,1.75
2020-02-26,1.5,-0.85,-0.55,2.277777777777778e-05,1.51,1.49,1.79
2020-02-27,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.55,1.85
2020-02-28,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.55,1.85
2020-03-02,1.51,-0.86,-0.56,2.2908366533864544e-05,1.51,1.55,1.85
2020-03-03,1.56,-0.86,-0.56,2.3003472222222225e-05,1.56,1.59,1.89
2020-03-04,1.01,-0.84,-0.54,2.142067440574903e-05,1.01,1.7,2.0
2020-03-05,1.03,-0.82,-0.52,2.12096332785988e-05,1.03,1.56,1.86
2020-03-06,1.03,-0.84,-0.54,2.1483305966064585e-05,1.03,1.53,1.83
2020-03-07,1.03,-0.84,-0.54,2.1483305966064585e-05,1.03,1.1,1.6
2020-03-09,1.03,-0.84,-0.54,2.1483305966064585e-05,1.03,1.53,1.83
2020-03-10,0.76,-0.87,-0.57,2.099116161616161e-05,0.76,1.77,2.07
2020-03-11,0.87,-0.85,-0.55,2.109328579916815e-05,0.87,1.68,1.98
2020-03-12,0.8,-0.86,-0.56,2.098765432098765e-05,0.8,1.56,1.86
2020-03-13,0.7,-0.88,-0.58,2.091503267973856e-05,0.7,1.81,2.11
2020-03-16,0.96,-0.88,-0.58,2.1825396825396827e-05,0.96,1.81,2.11
2020-03-17,1.1,-0.89,-0.59,2.2354497354497355e-05,1.1,3.06,3.36
2020-03-18,0.83,-0.65,-0.35,1.7911353976927748e-05,0.83,1.1,1.8
2020-03-19,0.59,-0.79,-0.49,1.8867924528301885e-05,0.59,1.13,1.83
2020-03-20,0.23,-0.8,-0.5,1.6485998193315266e-05,0.23,1.38,2.38
2020-03-23,0.23,-0.53,-0.13,8.130081300813009e-06,0.23,0.43,1.43
2020-03-24,0.28,-0.43,-0.03,6.727430555555556e-06,0.28,1.0,2.0
2020-03-25,0.16,-0.3,0.1,1.4367816091953991e-06,0.16,1.05,2.05
2020-03-26,0.19,-0.3,0.1,2.100840336134449e-06,0.19,0.95,1.95
2020-03-27,0.18,-0.18,0.22,-9.41619585687386e-07,0.18,0.8,1.8
2020-03-30,0.16,-0.35,0.05,2.634099616858235e-06,0.16,0.85,1.85
2020-03-31,0.16,-0.35,0.05,2.634099616858235e-06,0.16,0.85,1.85
2020-04-01,0.16,-0.25,0.15,2.39463601532566e-07,0.16,0.61,1.61
2020-04-02,0.18,-0.42,-0.02,4.708097928436912e-06,0.18,0.47,1.47
2020-04-03,0.18,-0.55,-0.15,7.768361581920905e-06,0.18,0.58,1.58
2020-04-06,0.03,-0.55,-0.15,4.854368932038836e-06,0.03,0.58,1.58
2020-04-07,0.08,-0.62,-0.22,7.71604938271605e-06,0.08,1.0,2.0
2020-04-08,0.08,-0.61,-0.21,7.4588477366255135e-06,0.08,1.1,2.1
2020-04-09,0.08,-0.68,-0.28,9.25925925925926e-06,0.08,0.4,1.4
2020-04-10,0.08,-0.68,-0.28,9.25925925925926e-06,0.03,0.1,1.01
2020-04-13,0.08,-0.68,-0.28,9.25925925925926e-06,0.03,0.1,1.01
2020-04-14,0.03,-0.7,-0.3,8.899676375404533e-06,0.03,0.45,1.45
2020-04-15,0.03,-0.64,-0.24,7.281553398058253e-06,0.03,0.81,1.81
2020-04-16,0.03,-0.65,-0.25,7.551240560949298e-06,0.03,0.99,1.99
2020-04-17,0.03,-0.61,-0.21,6.472491909385113e-06,0.03,0.67,1.67
2020-04-20,0.03,-0.61,-0.21,6.472491909385113e-06,0.03,0.67,1.67
2020-04-21,0.03,-0.58,-0.18,5.663430420711972e-06,0.03,0.4,1.4
2020-04-22,0.02,-0.54,-0.14,4.3572984749455335e-06,0.02,0.42,1.42
2020-04-23,0.03,-0.5,-0.1,3.5059331175836044e-06,0.03,0.4,1.4
2020-04-24,-0.02,-0.55,-0.15,3.6848072562358287e-06,-0.02,0.4,1.4
2020-04-27,-0.02,-0.57,-0.17,4.25170068027211e-06,-0.02,0.3,1.3
2020-04-28,-0.02,-0.52,-0.22,5.668934240362812e-06,-0.02,0.49,1.19
2020-04-29,-0.02,-0.49,-0.19,4.818594104308389e-06,-0.02,0.37,1.07
2020-04-30,-0.02,-0.48,-0.18,4.535147392290248e-06,-0.02,0.37,1.07
2020-05-01,-0.02,-0.48,-0.18,4.535147392290248e-06,-0.02,0.37,1.07
2020-05-04,-0.02,-0.48,-0.18,4.535147392290248e-06,-0.02,0.37,1.07
2020-05-05,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.4,1.1
2020-05-06,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.38,1.08
2020-05-07,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.35,1.05
2020-05-08,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.3,1.0
2020-05-11,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.3,1.0
2020-05-12,-0.02,-0.56,-0.26,6.802721088435376e-06,-0.02,0.32,1.02
2020-05-13,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.42,1.12
2020-05-14,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.48,0.98
2020-05-15,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.5,1.0
2020-05-16,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.1,1.01
2020-05-18,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.5,1.0
2020-05-19,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.45,0.95
2020-05-20,-0.02,-0.57,-0.27,7.086167800453513e-06,-0.02,0.38,0.88
2020-05-21,-0.02,-0.56,-0.26,6.802721088435376e-06,-0.02,0.3,0.8
2020-05-22,-0.02,-0.56,-0.26,6.802721088435376e-06,-0.02,0.28,0.78
2020-05-25,-0.02,-0.56,-0.26,6.802721088435376e-06,-0.02,0.3,0.8
2020-05-26,-0.02,-0.56,-0.26,6.802721088435376e-06,-0.02,0.3,0.8
2020-05-27,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.42,0.92
2020-05-28,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.42,0.92
2020-05-29,-0.02,-0.51,-0.21,5.385487528344671e-06,-0.02,0.16,0.66
2020-06-01,-0.02,-0.51,-0.21,5.385487528344671e-06,-0.02,0.45,0.85
2020-06-02,-0.02,-0.51,-0.21,5.385487528344671e-06,-0.02,0.16,0.66
2020-06-03,-0.02,-0.53,-0.23,5.9523809523809525e-06,-0.02,0.15,0.65
2020-06-04,-0.02,-0.55,-0.25,6.519274376417235e-06,-0.02,0.02,0.52
2020-06-05,-0.01,-0.58,-0.28,7.575757575757575e-06,-0.01,0.05,0.55
2020-06-08,-0.01,-0.59,-0.29,7.856341189674524e-06,-0.01,0.01,0.51
2020-06-09,-0.01,-0.56,-0.26,7.01459034792368e-06,-0.01,-0.01,0.49
2020-06-10,-0.01,-0.6,-0.3,8.13692480359147e-06,-0.01,-0.01,0.49
2020-06-11,-0.01,-0.57,-0.32,8.698092031425365e-06,-0.01,0.06,0.46
2020-06-12,-0.01,-0.56,-0.36,9.820426487093152e-06,-0.01,0.07,0.37
2020-06-15,0.1,-0.56,-0.36,1.1616161616161618e-05,0.1,0.07,0.37
2020-06-16,0.07,-0.54,-0.34,1.0643821391484947e-05,0.07,0.07,0.37
2020-06-17,0.15,-0.52,-0.32,1.1352657004830918e-05,0.15,0.05,0.35
2020-06-18,0.15,-0.55,-0.35,1.2077294685990336e-05,0.15,0.01,0.31
2020-06-19,0.1,-0.55,-0.35,1.1363636363636365e-05,0.1,0.01,0.31
2020-06-22,0.15,-0.55,-0.35,1.2077294685990336e-05,0.15,-0.1,0.2
2020-06-23,0.02,-0.54,-0.34,9.803921568627451e-06,0.02,-0.11,0.19
2020-06-24,0.02,-0.53,-0.33,9.531590413943358e-06,0.02,-0.06,0.24
2020-06-25,0.02,-0.52,-0.32,9.25925925925926e-06,0.02,-0.08,0.22
2020-06-26,0.08,-0.5,-0.3,9.773662551440331e-06,0.08,-0.09,0.21
2020-06-29,0.08,-0.5,-0.3,9.773662551440331e-06,0.08,-0.09,0.21
2020-06-30,0.08,-0.48,-0.28,9.25925925925926e-06,0.08,-0.05,0.25
2020-07-01,0.08,-0.47,-0.27,9.002057613168728e-06,0.08,-0.02,0.28
2020-07-02,0.01,-0.42,-0.22,6.325632563256325e-06,0.01,0.01,0.31
2020-07-03,0.01,-0.45,-0.25,7.15071507150715e-06,0.01,-0.01,0.29
2020-07-06,0.01,-0.55,-0.35,9.9009900990099e-06,0.01,0.01,0.31
2020-07-07,0.01,-0.56,-0.36,1.0176017601760177e-05,0.01,-0.03,0.27
2020-07-08,0.03,-0.53,-0.33,9.708737864077671e-06,0.03,-0.03,0.27
2020-07-09,0.01,-0.53,-0.33,9.350935093509354e-06,0.01,-0.05,0.25
2020-07-10,0.01,-0.57,-0.37,1.0451045104510452e-05,0.01,-0.1,0.2
2020-07-13,0.03,-0.57,-0.37,1.0787486515641855e-05,0.03,-0.1,0.2
2020-07-14,0.03,-0.55,-0.35,1.024811218985976e-05,0.03,0.05,0.35
2020-07-15,0.03,-0.53,-0.33,9.708737864077671e-06,0.03,-0.12,0.18
2020-07-16,0.03,-0.54,-0.34,9.97842502696872e-06,0.03,-0.08,0.22
2020-07-17,0.03,-0.58,-0.38,1.1057173678532904e-05,0.03,-0.06,0.24
2020-07-18,0.03,-0.58,-0.38,1.1057173678532904e-05,0.03,-0.1,0.9
2020-07-20,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.01,0.29
2020-07-21,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,0.01,0.31
2020-07-22,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,-0.05,0.25
2020-07-23,0.17,-0.59,-0.39,1.329534662867996e-05,0.17,-0.11,0.19
2020-07-24,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,-0.09,0.21
2020-07-27,0.03,-0.58,-0.38,1.1057173678532904e-05,0.03,-0.1,0.2
2020-07-28,0.03,-0.64,-0.44,1.2675296655879178e-05,0.03,-0.14,0.16
2020-07-29,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.12,0.18
2020-07-30,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.12,0.18
2020-07-31,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.15,0.15
2020-08-03,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.15,0.15
2020-08-04,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.15,0.15
2020-08-05,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.17,0.13
2020-08-06,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,-0.16,0.14
2020-08-07,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.13,0.17
2020-08-10,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.13,0.17
2020-08-11,0.03,-0.65,-0.45,1.2944983818770228e-05,0.03,-0.14,0.16
2020-08-12,0.03,-0.66,-0.46,1.3214670981661274e-05,0.03,-0.14,0.16
2020-08-13,0.03,-0.66,-0.46,1.3214670981661274e-05,0.03,-0.16,0.14
2020-08-14,0.03,-0.65,-0.45,1.2944983818770228e-05,0.03,-0.18,0.12
2020-08-17,0.15,-0.65,-0.45,1.4492753623188402e-05,0.15,-0.18,0.12
2020-08-18,0.03,-0.55,-0.35,1.024811218985976e-05,0.03,-0.11,0.19
2020-08-19,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,-0.15,0.15
2020-08-20,0.03,-0.47,-0.27,8.090614886731391e-06,0.03,-0.13,0.17
2020-08-21,0.03,-0.5,-0.3,8.899676375404533e-06,0.03,-0.11,0.19
2020-08-24,0.03,-0.5,-0.3,8.899676375404533e-06,0.03,-0.11,0.19
2020-08-25,0.03,-0.52,-0.32,9.439050701186626e-06,0.03,-0.11,0.19
2020-08-26,0.03,-0.52,-0.32,9.439050701186626e-06,0.03,-0.11,0.19
2020-08-27,0.03,-0.5,-0.3,8.899676375404533e-06,0.03,-0.12,0.18
2020-08-28,0.03,-0.48,-0.28,8.360302049622442e-06,0.03,-0.09,0.21
2020-08-31,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.12,0.18
2020-09-01,0.03,-0.38,-0.18,5.663430420711972e-06,0.03,-0.13,0.17
2020-09-02,0.03,-0.43,-0.23,7.011866235167206e-06,0.03,-0.14,0.16
2020-09-03,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.11,0.19
2020-09-04,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.1,0.2
2020-09-05,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.1,0.83
2020-09-07,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.1,0.2
2020-09-08,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.1,0.2
2020-09-09,0.03,-0.44,-0.24,7.281553398058253e-06,0.03,-0.1,0.2
2020-09-10,0.03,-0.44,-0.24,7.281553398058253e-06,0.03,-0.1,0.2
2020-09-11,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.07,0.23
2020-09-14,0.03,-0.43,-0.23,7.011866235167206e-06,0.03,-0.07,0.23
2020-09-15,0.03,-0.44,-0.24,7.281553398058253e-06,0.03,-0.06,0.24
2020-09-16,0.03,-0.46,-0.26,7.820927723840345e-06,0.03,-0.06,0.24
2020-09-17,0.03,-0.47,-0.27,8.090614886731391e-06,0.03,-0.09,0.21
2020-09-18,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.08,0.22
2020-09-21,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.08,0.22
2020-09-22,0.03,-0.43,-0.23,7.011866235167206e-06,0.03,-0.08,0.22
2020-09-23,0.05,-0.36,-0.16,5.5555555555555575e-06,0.05,0.04,0.34
2020-09-24,0.05,-0.34,-0.14,5.026455026455027e-06,0.05,0.06,0.36
2020-09-25,0.05,-0.3,-0.1,3.968253968253969e-06,0.05,0.08,0.38
2020-09-28,0.08,-0.25,-0.05,3.3436213991769573e-06,0.08,0.1,0.4
2020-09-29,0.05,-0.28,-0.08,3.4391534391534394e-06,0.05,0.16,0.46
2020-09-30,0.03,-0.37,-0.17,5.3937432578209285e-06,0.03,0.06,0.36
2020-10-01,0.03,-0.39,-0.19,5.9331175836030205e-06,0.03,0.06,0.36
2020-10-02,0.03,-0.36,-0.16,5.124056094929883e-06,0.03,0.09,0.39
2020-10-05,0.03,-0.36,-0.16,5.124056094929883e-06,0.03,0.09,0.39
2020-10-06,0.03,-0.5,-0.3,8.899676375404533e-06,0.03,0.03,0.33
2020-10-07,0.03,-0.55,-0.35,1.024811218985976e-05,0.03,0.03,0.33
2020-10-08,0.03,-0.56,-0.36,1.051779935275081e-05,0.03,0.02,0.32
2020-10-09,0.03,-0.57,-0.37,1.0787486515641855e-05,0.03,0.04,0.34
2020-10-12,0.03,-0.57,-0.37,1.0787486515641855e-05,0.03,0.04,0.34
2020-10-13,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,0.03,0.33
2020-10-14,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.05,0.25
2020-10-15,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,0.01,0.31
2020-10-16,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,0.01,0.31
2020-10-19,0.08,-0.6,-0.4,1.2345679012345682e-05,0.08,0.01,0.31
2020-10-20,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,0.05,0.35
2020-10-21,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,0.08,0.38
2020-10-22,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,0.08,0.38
2020-10-23,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,0.07,0.37
2020-10-26,0.1,-0.58,-0.38,1.2121212121212122e-05,0.1,0.04,0.34
2020-10-27,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,0.05,0.35
2020-10-28,0.03,-0.58,-0.38,1.1057173678532904e-05,0.03,0.03,0.33
2020-10-29,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.08,0.22
2020-10-30,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.06,0.24
2020-11-02,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.06,0.24
2020-11-03,0.03,-0.64,-0.44,1.2675296655879178e-05,0.03,0.06,0.36
2020-11-04,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.03,0.27
2020-11-05,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.07,0.23
2020-11-06,0.03,-0.65,-0.45,1.2944983818770228e-05,0.03,-0.13,0.17
2020-11-09,0.03,-0.62,-0.42,1.2135922330097085e-05,0.03,-0.13,0.17
2020-11-10,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.08,0.22
2020-11-11,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.07,0.23
2020-11-12,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.08,0.22
2020-11-13,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.1,0.2
2020-11-16,0.08,-0.61,-0.41,1.2602880658436214e-05,0.08,-0.11,0.19
2020-11-17,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.1,0.2
2020-11-18,0.03,-0.65,-0.45,1.2944983818770228e-05,0.03,-0.06,0.24
2020-11-19,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.08,0.22
2020-11-20,0.03,-0.58,-0.38,1.1057173678532904e-05,0.03,-0.1,0.2
2020-11-23,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.05,0.25
2020-11-24,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.01,0.29
2020-11-25,0.03,-0.45,-0.25,7.551240560949298e-06,0.03,-0.01,0.29
2020-11-26,0.03,-0.4,-0.2,6.202804746494068e-06,0.03,-0.01,0.29
2020-11-27,0.03,-0.35,-0.15,4.854368932038836e-06,0.03,-0.03,0.27
2020-11-30,0.03,-0.35,-0.15,4.854368932038836e-06,0.03,-0.03,0.27
2020-12-01,0.03,-0.5,-0.3,8.899676375404533e-06,0.03,-0.05,0.25
2020-12-02,0.03,-0.5,-0.3,8.899676375404533e-06,0.03,-0.09,0.21
2020-12-03,0.03,-0.58,-0.38,1.1057173678532904e-05,0.03,-0.12,0.18
2020-12-04,0.03,-0.55,-0.35,1.024811218985976e-05,0.03,-0.14,0.16
2020-12-07,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.12,0.18
2020-12-08,0.03,-0.6,-0.4,1.1596548004314995e-05,0.03,-0.1,0.2
2020-12-09,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.09,0.21
2020-12-10,0.03,-0.62,-0.42,1.2135922330097085e-05,0.03,-0.11,0.19
2020-12-11,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.09,0.21
2020-12-14,0.03,-0.63,-0.43,1.240560949298813e-05,0.03,-0.09,0.21
2020-12-15,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.12,0.18
2020-12-16,0.03,-0.61,-0.41,1.186623516720604e-05,0.03,-0.12,0.18
2020-12-17,0.03,-0.59,-0.39,1.132686084142395e-05,0.03,-0.04,0.26
2020-12-18,0.04,-0.57,-0.37,1.09508547008547e-05,0.04,-0.01,0.29
2020-12-21,0.04,-0.59,-0.39,1.1485042735042738e-05,0.04,-0.02,0.28
2020-12-22,0.04,-0.6,-0.4,1.1752136752136752e-05,0.04,0.04,0.34
2020-12-23,0.04,0.12,0.32,-7.478632478632477e-06,0.04,0.03,0.33
2020-12-24,0.11,0.36,0.56,-1.1261261261261256e-05,0.11,0.25,0.55
2020-12-28,0.11,0.36,0.56,-1.1261261261261256e-05,0.11,0.25,0.55
2020-12-29,0.11,0.36,0.56,-1.1261261261261256e-05,0.13,-0.6,-0.3
2020-12-30,0.11,0.36,0.56,-1.1261261261261256e-05,0.13,-0.03,0.27
2020-12-31,0.11,0.36,0.56,-1.1261261261261256e-05,0.04,0.08,0.38
