,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDNOK,Open Bid_x,Open Bid_y,Open Ask_y
2013-03-28,0.09,1.44,1.78,-4.3068297655453625e-05,0.09,3.13,3.38
2013-03-29,0.09,1.45,1.77,-4.281345565749235e-05,0.09,3.2,3.4
2013-03-30,0.12,1.55,1.75,-4.0426587301587295e-05,0.12,3.15,3.45
2013-03-31,0.12,1.55,1.75,-4.0426587301587295e-05,0.12,3.15,3.45
2013-04-01,0.15,1.45,1.76,-3.888888888888889e-05,0.15,3.15,3.45
2013-04-02,0.09,1.46,1.77,-4.281345565749235e-05,0.09,3.2,3.4
2013-04-03,0.09,1.5,1.81,-4.383282364933741e-05,0.09,3.1,3.35
2013-04-04,0.09,1.5,1.81,-4.383282364933741e-05,0.09,3.13,3.38
2013-04-05,0.09,1.51,1.82,-4.4087665647298674e-05,0.09,3.1,3.35
2013-04-06,0.09,1.59,1.61,-3.8735983690112135e-05,0.09,3.15,3.45
2013-04-07,0.17,1.59,1.61,-3.4188034188034204e-05,0.17,3.15,3.45
2013-04-08,0.06,1.5,1.82,-4.612159329140462e-05,0.06,3.15,3.4
2013-04-09,0.09,1.42,1.78,-4.3068297655453625e-05,0.09,3.2,3.45
2013-04-10,0.09,1.46,1.77,-4.281345565749235e-05,0.09,3.2,3.45
2013-04-11,0.09,1.43,1.74,-4.204892966360856e-05,0.09,3.18,3.43
2013-04-12,0.09,1.44,1.75,-4.230377166156982e-05,0.09,3.15,3.4
2013-04-13,0.09,1.5,1.59,-3.82262996941896e-05,0.09,3.1,3.4
2013-04-14,0.13,1.51,1.6,-3.613569321533924e-05,0.13,3.1,3.4
2013-04-15,0.09,1.43,1.75,-4.230377166156982e-05,0.09,3.1,3.35
2013-04-16,0.09,1.4,1.72,-4.1539245667686026e-05,0.09,3.05,3.3
2013-04-17,0.09,1.41,1.73,-4.179408766564729e-05,0.09,3.1,3.35
2013-04-18,0.09,1.39,1.71,-4.1284403669724776e-05,0.09,3.1,3.35
2013-04-19,0.09,1.33,1.64,-3.950050968399592e-05,0.09,3.1,3.35
2013-04-20,0.09,1.48,1.51,-3.618756371049949e-05,0.09,3.12,3.32
2013-04-21,0.17,1.48,1.51,-3.181386514719848e-05,0.17,3.1,3.4
2013-04-22,0.09,1.39,1.59,-3.82262996941896e-05,0.09,3.05,3.3
2013-04-23,0.09,1.5,1.81,-4.383282364933741e-05,0.09,3.0,3.25
2013-04-24,0.09,1.31,1.62,-3.8990825688073386e-05,0.09,3.0,3.25
2013-04-25,0.09,1.33,1.64,-3.950050968399592e-05,0.09,2.9,3.15
2013-04-26,0.09,1.36,1.67,-4.026503567787971e-05,0.09,2.9,3.15
2013-04-27,0.09,1.49,1.57,-3.7716615698267085e-05,0.09,3.0,3.35
2013-04-28,0.17,1.52,1.54,-3.25261158594492e-05,0.17,3.0,3.37
2013-04-29,0.09,1.21,1.51,-3.618756371049949e-05,0.09,2.88,3.13
2013-04-30,0.09,1.63,1.99,-4.841997961264017e-05,0.09,2.9,3.15
2013-05-01,0.09,1.43,1.74,-4.204892966360856e-05,0.09,2.85,3.41
2013-05-02,0.13,1.43,1.74,-3.957718780727631e-05,0.13,2.9,3.15
2013-05-03,0.09,1.55,1.64,-3.950050968399592e-05,0.09,2.87,3.12
2013-05-04,0.09,1.42,1.73,-4.179408766564729e-05,0.09,2.8,3.05
2013-05-05,0.17,1.54,1.57,-3.323836657169991e-05,0.17,3.0,3.35
2013-05-06,0.09,1.42,1.73,-4.179408766564729e-05,0.09,3.0,3.5
2013-05-07,0.09,1.48,1.7,-4.102956167176351e-05,0.09,2.85,3.1
2013-05-08,0.09,1.47,1.76,-4.255861365953108e-05,0.09,2.88,3.13
2013-05-09,0.09,1.59,1.67,-4.026503567787971e-05,0.09,2.9,3.15
2013-05-10,0.13,1.55,1.75,-3.982300884955752e-05,0.13,2.81,3.06
2013-05-11,0.09,1.56,1.65,-3.975535168195719e-05,0.09,2.75,3.35
2013-05-12,0.17,1.44,1.76,-3.774928774928775e-05,0.17,2.75,3.35
2013-05-13,0.15,1.44,1.76,-3.888888888888889e-05,0.15,2.85,3.1
2013-05-14,0.09,1.4,1.71,-4.1284403669724776e-05,0.09,2.87,3.12
2013-05-15,0.09,1.4,1.77,-4.281345565749235e-05,0.09,2.86,3.11
2013-05-16,0.09,1.34,1.66,-4.001019367991845e-05,0.09,2.85,3.1
2013-05-17,0.09,1.32,1.65,-3.975535168195719e-05,0.09,2.88,3.13
2013-05-18,0.09,1.46,1.5,-3.593272171253822e-05,0.09,2.9,3.15
2013-05-19,0.15,1.46,1.5,-3.2608695652173924e-05,0.15,2.75,3.35
2013-05-20,0.15,1.32,1.63,-3.5748792270531404e-05,0.15,2.8,3.3
2013-05-21,0.09,1.32,1.64,-3.950050968399592e-05,0.09,2.88,3.13
2013-05-22,0.09,1.31,1.63,-3.924566768603465e-05,0.09,2.9,3.15
2013-05-23,0.09,1.25,1.52,-3.644240570846075e-05,0.09,2.95,3.2
2013-05-24,0.09,1.33,1.64,-3.950050968399592e-05,0.09,2.9,3.15
2013-05-25,0.26,1.45,1.54,-2.821869488536155e-05,0.26,2.75,3.35
2013-05-26,0.15,1.48,1.51,-3.285024154589371e-05,0.15,2.75,3.35
2013-05-27,0.15,1.32,1.64,-3.5990338164251205e-05,0.15,2.9,3.15
2013-05-28,0.09,1.37,1.68,-4.051987767584096e-05,0.09,2.9,3.15
2013-05-29,0.09,1.4,1.71,-4.1284403669724776e-05,0.09,2.87,3.12
2013-05-30,0.09,1.4,1.71,-4.1284403669724776e-05,0.09,2.85,3.1
2013-05-31,0.09,1.37,1.68,-4.051987767584096e-05,0.09,2.8,3.05
2013-06-01,0.09,1.46,1.51,-3.618756371049949e-05,0.09,2.75,3.35
2013-06-02,0.17,1.46,1.51,-3.181386514719848e-05,0.17,2.75,3.35
2013-06-03,0.12,1.34,1.65,-3.794642857142857e-05,0.12,2.8,3.3
2013-06-04,0.09,1.37,1.69,-4.077471967380223e-05,0.09,2.8,3.05
2013-06-05,0.09,1.37,1.68,-4.051987767584096e-05,0.09,2.75,3.0
2013-06-06,0.09,1.25,1.62,-3.8990825688073386e-05,0.09,2.75,3.0
2013-06-07,0.09,1.38,1.7,-4.102956167176351e-05,0.09,2.72,2.97
2013-06-08,0.09,1.41,1.72,-4.1539245667686026e-05,0.09,2.5,3.05
2013-06-09,0.17,1.4,1.72,-3.6799620132953456e-05,0.17,2.5,3.05
2013-06-10,0.09,1.4,1.72,-4.1539245667686026e-05,0.09,2.75,3.0
2013-06-11,0.09,1.38,1.7,-4.102956167176351e-05,0.09,2.77,3.02
2013-06-12,0.09,1.36,1.67,-4.026503567787971e-05,0.09,2.75,3.0
2013-06-13,0.09,1.36,1.68,-4.051987767584096e-05,0.09,2.77,3.02
2013-06-14,0.09,1.36,1.68,-4.051987767584096e-05,0.09,2.68,2.93
2013-06-15,0.09,1.49,1.52,-3.644240570846075e-05,0.09,2.58,2.83
2013-06-16,0.17,1.49,1.52,-3.205128205128206e-05,0.17,2.5,3.05
2013-06-17,0.07,1.37,1.69,-4.205607476635514e-05,0.07,2.58,2.83
2013-06-18,0.09,1.39,1.71,-4.1284403669724776e-05,0.09,2.6,2.85
2013-06-19,0.09,1.39,1.71,-4.1284403669724776e-05,0.09,2.58,2.83
2013-06-20,0.09,1.38,1.7,-4.102956167176351e-05,0.09,2.55,2.8
2013-06-21,0.09,1.33,1.64,-3.950050968399592e-05,0.09,2.57,2.82
2013-06-22,0.09,1.42,1.46,-3.491335372069316e-05,0.09,2.5,3.05
2013-06-23,0.17,1.3,1.6,-3.3950617283950624e-05,0.17,2.5,3.05
2013-06-24,0.07,1.3,1.6,-3.97196261682243e-05,0.07,2.5,3.05
2013-06-25,0.09,1.17,1.44,-3.440366972477064e-05,0.09,2.45,2.7
2013-06-26,0.09,1.49,1.79,-4.332313965341488e-05,0.09,2.5,2.75
2013-06-27,0.09,1.34,1.64,-3.950050968399592e-05,0.09,2.45,2.7
2013-06-28,0.09,1.31,1.61,-3.8735983690112135e-05,0.09,2.33,2.58
2013-06-29,0.09,1.4,1.44,-3.440366972477064e-05,0.09,2.3,3.05
2013-06-30,0.17,1.4,1.44,-3.015194681861349e-05,0.17,2.3,3.05
2013-07-01,0.09,1.24,1.54,-3.695208970438327e-05,0.09,2.4,2.9
2013-07-02,0.09,1.15,1.4,-3.3384301732925576e-05,0.09,2.2,2.45
2013-07-03,0.09,1.26,1.55,-3.720693170234454e-05,0.09,2.18,2.43
2013-07-04,0.09,1.25,1.55,-3.720693170234454e-05,0.09,2.3,2.55
2013-07-05,0.09,1.29,1.59,-3.82262996941896e-05,0.09,2.35,2.85
2013-07-06,0.09,1.42,1.62,-3.8990825688073386e-05,0.09,2.2,2.9
2013-07-07,0.17,1.42,1.62,-3.442545109211776e-05,0.17,2.2,2.9
2013-07-08,0.09,1.28,1.58,-3.7971457696228336e-05,0.09,2.25,2.5
2013-07-09,0.09,1.31,1.6,-3.8481141692150864e-05,0.09,2.22,2.47
2013-07-10,0.09,1.28,1.58,-3.7971457696228336e-05,0.09,2.38,2.58
2013-07-11,0.09,1.33,1.63,-3.924566768603465e-05,0.09,2.2,2.45
2013-07-12,0.09,1.32,1.63,-3.924566768603465e-05,0.09,2.25,2.5
2013-07-13,0.17,1.43,1.45,-3.038936372269706e-05,0.17,2.25,2.5
2013-07-14,0.17,1.43,1.45,-3.038936372269706e-05,0.17,2.2,2.9
2013-07-15,0.17,1.32,1.63,-3.466286799620133e-05,0.17,2.25,2.5
2013-07-16,0.12,1.32,1.63,-3.745039682539682e-05,0.12,2.4,2.65
2013-07-17,0.19,1.31,1.62,-3.338001867413632e-05,0.19,2.37,2.62
2013-07-18,0.02,1.41,1.61,-4.330065359477124e-05,0.02,2.35,2.6
2013-07-19,0.12,1.32,1.62,-3.720238095238094e-05,0.12,2.3,2.55
2013-07-20,0.17,1.45,1.5,-3.157644824311491e-05,0.17,2.2,2.9
2013-07-21,0.17,1.32,1.57,-3.323836657169991e-05,0.17,2.42,2.62
2013-07-22,0.12,1.34,1.65,-3.794642857142857e-05,0.12,2.31,2.56
2013-07-23,0.13,1.35,1.66,-3.7610619469026565e-05,0.13,2.36,2.56
2013-07-24,0.18,1.36,1.67,-3.5075329566855e-05,0.18,2.38,2.58
2013-07-25,0.15,1.35,1.66,-3.647342995169084e-05,0.15,2.3,2.5
2013-07-26,0.15,1.32,1.68,-3.695652173913043e-05,0.15,2.25,2.45
2013-07-27,0.15,1.46,1.49,-3.2367149758454115e-05,0.15,2.4,2.6
2013-07-28,0.15,1.35,1.66,-3.647342995169084e-05,0.15,2.4,2.6
2013-07-29,0.15,1.35,1.66,-3.647342995169084e-05,0.15,2.24,2.44
2013-07-30,0.15,1.35,1.66,-3.647342995169084e-05,0.15,2.25,2.45
2013-07-31,0.15,1.33,1.64,-3.5990338164251205e-05,0.15,2.26,2.46
2013-08-01,0.18,1.31,1.62,-3.389830508474577e-05,0.18,2.31,2.51
2013-08-02,0.13,1.32,1.63,-3.68731563421829e-05,0.13,2.3,2.5
2013-08-03,0.15,1.42,1.62,-3.55072463768116e-05,0.15,2.2,2.9
2013-08-04,0.15,1.42,1.62,-3.55072463768116e-05,0.15,2.2,2.9
2013-08-05,0.12,1.35,1.66,-3.819444444444445e-05,0.12,2.25,2.75
2013-08-06,0.17,1.35,1.66,-3.537511870845205e-05,0.17,2.26,2.46
2013-08-07,0.17,1.33,1.64,-3.4900284900284904e-05,0.17,2.3,2.5
2013-08-08,0.12,1.33,1.64,-3.7698412698412686e-05,0.12,2.25,2.5
2013-08-09,0.15,1.33,1.64,-3.5990338164251205e-05,0.15,2.25,2.5
2013-08-10,0.15,1.34,1.65,-3.623188405797101e-05,0.15,2.21,2.46
2013-08-11,0.15,1.47,1.49,-3.2367149758454115e-05,0.15,2.1,2.75
2013-08-12,0.15,1.34,1.66,-3.647342995169084e-05,0.15,2.2,2.7
2013-08-13,0.15,1.31,1.67,-3.671497584541062e-05,0.15,2.12,2.37
2013-08-14,0.15,1.32,1.69,-3.719806763285025e-05,0.15,2.1,2.35
2013-08-15,0.15,1.27,1.58,-3.4541062801932376e-05,0.15,2.1,2.35
2013-08-16,0.14,1.29,1.65,-3.67933723196881e-05,0.14,2.15,2.4
2013-08-17,0.19,1.42,1.62,-3.338001867413632e-05,0.19,2.15,2.4
2013-08-18,0.19,1.42,1.62,-3.338001867413632e-05,0.19,2.39,2.59
2013-08-19,0.15,1.29,1.65,-3.623188405797101e-05,0.15,2.15,2.4
2013-08-20,0.15,1.31,1.67,-3.671497584541062e-05,0.15,2.15,2.4
2013-08-21,0.15,1.3,1.66,-3.647342995169084e-05,0.15,2.15,2.4
2013-08-22,0.15,1.29,1.65,-3.623188405797101e-05,0.15,2.2,2.45
2013-08-23,0.15,1.31,1.64,-3.5990338164251205e-05,0.15,2.2,2.45
2013-08-24,0.15,1.46,1.49,-3.2367149758454115e-05,0.15,2.22,2.47
2013-08-25,0.15,1.46,1.49,-3.2367149758454115e-05,0.15,2.39,2.59
2013-08-26,0.15,1.33,1.69,-3.719806763285025e-05,0.15,2.2,2.45
2013-08-27,0.15,1.34,1.7,-3.7439613526570055e-05,0.15,2.23,2.48
2013-08-28,0.15,1.34,1.69,-3.719806763285025e-05,0.15,2.2,2.45
2013-08-29,0.06,1.32,1.59,-4.00943396226415e-05,0.06,2.25,2.5
2013-08-30,0.05,1.31,1.66,-4.2592592592592586e-05,0.05,2.22,2.47
2013-08-31,0.15,1.43,1.46,-3.164251207729469e-05,0.15,2.22,2.47
2013-09-01,0.15,1.43,1.46,-3.164251207729469e-05,0.15,2.2,2.75
2013-09-02,0.11,1.28,1.63,-3.803803803803803e-05,0.11,2.22,2.47
2013-09-03,0.25,1.29,1.64,-3.088888888888888e-05,0.25,2.22,2.47
2013-09-04,0.05,1.32,1.63,-4.17989417989418e-05,0.05,2.2,2.45
2013-09-05,0.18,1.27,1.62,-3.389830508474577e-05,0.18,2.2,2.45
2013-09-06,0.18,1.33,1.64,-3.4369114877589445e-05,0.18,2.2,2.45
2013-09-07,0.1,1.44,1.46,-3.434343434343434e-05,0.1,2.2,2.75
2013-09-08,0.17,1.44,1.46,-3.062678062678063e-05,0.17,2.2,2.75
2013-09-09,0.17,1.31,1.67,-3.561253561253561e-05,0.17,2.15,2.65
2013-09-10,0.12,1.29,1.64,-3.7698412698412686e-05,0.12,2.35,2.6
2013-09-11,0.15,1.3,1.66,-3.647342995169084e-05,0.15,2.27,2.52
2013-09-12,0.15,1.29,1.65,-3.623188405797101e-05,0.15,2.15,2.65
2013-09-13,0.06,1.4,1.72,-4.350104821802934e-05,0.06,2.2,2.7
2013-09-14,0.1,1.52,1.56,-3.686868686868687e-05,0.1,2.22,2.47
2013-09-15,0.15,1.52,1.56,-3.405797101449275e-05,0.15,2.2,2.75
2013-09-16,0.15,1.43,1.73,-3.816425120772947e-05,0.15,2.2,2.7
2013-09-17,0.15,1.34,1.71,-3.7681159420289856e-05,0.15,2.3,2.55
2013-09-18,0.15,1.31,1.67,-3.671497584541062e-05,0.15,2.3,2.55
2013-09-19,0.06,1.42,1.73,-4.376310272536687e-05,0.06,2.2,2.75
2013-09-20,0.15,1.35,1.67,-3.671497584541062e-05,0.15,2.2,2.45
2013-09-21,0.15,1.4,1.44,-3.1159420289855074e-05,0.15,2.2,2.75
2013-09-22,0.15,1.41,1.43,-3.091787439613526e-05,0.15,2.37,2.57
2013-09-23,0.15,1.26,1.62,-3.55072463768116e-05,0.15,2.2,2.45
2013-09-24,0.15,1.34,1.65,-3.623188405797101e-05,0.15,2.2,2.7
2013-09-25,0.15,1.41,1.45,-3.140096618357488e-05,0.15,2.15,2.4
2013-09-26,0.21,1.38,1.69,-3.397612488521579e-05,0.21,2.2,2.7
2013-09-27,0.15,1.26,1.62,-3.55072463768116e-05,0.15,2.13,2.38
2013-09-28,0.15,1.44,1.47,-3.18840579710145e-05,0.15,2.2,2.75
2013-09-29,0.15,1.44,1.47,-3.18840579710145e-05,0.15,2.2,2.75
2013-09-30,0.15,1.25,1.6,-3.5024154589371986e-05,0.15,2.12,2.37
2013-10-01,0.21,1.24,1.6,-3.191000918273645e-05,0.21,2.12,2.37
2013-10-02,0.15,1.26,1.62,-3.55072463768116e-05,0.15,2.2,2.45
2013-10-03,0.04,1.26,1.61,-4.193376068376069e-05,0.04,2.41,2.6
2013-10-04,0.15,1.28,1.6,-3.5024154589371986e-05,0.15,2.25,2.5
2013-10-05,0.15,1.38,1.61,-3.526570048309181e-05,0.15,2.2,2.75
2013-10-06,0.15,1.44,1.49,-3.2367149758454115e-05,0.15,2.2,2.75
2013-10-07,0.1,1.44,1.49,-3.5101010101010104e-05,0.1,2.28,2.53
2013-10-08,0.15,1.42,1.46,-3.164251207729469e-05,0.15,2.45,2.7
2013-10-09,0.15,1.38,1.69,-3.719806763285025e-05,0.15,2.45,2.7
2013-10-10,0.23,1.33,1.69,-3.297199638663053e-05,0.23,2.4,2.65
2013-10-11,0.15,1.29,1.65,-3.623188405797101e-05,0.15,2.35,2.6
2013-10-12,0.15,1.46,1.48,-3.21256038647343e-05,0.15,2.39,2.59
2013-10-13,0.15,1.46,1.48,-3.21256038647343e-05,0.15,2.35,2.55
2013-10-14,0.15,1.28,1.64,-3.5990338164251205e-05,0.15,2.35,2.6
2013-10-15,0.15,1.4,1.71,-3.7681159420289856e-05,0.15,2.4,2.65
2013-10-16,0.15,1.31,1.66,-3.647342995169084e-05,0.15,2.4,2.65
2013-10-17,0.15,1.36,1.67,-3.671497584541062e-05,0.15,2.45,2.7
2013-10-18,0.25,1.31,1.67,-3.155555555555556e-05,0.25,2.36,2.61
2013-10-19,0.15,1.4,1.65,-3.623188405797101e-05,0.15,2.2,2.75
2013-10-20,0.15,1.41,1.61,-3.526570048309181e-05,0.15,2.2,2.75
2013-10-21,0.15,1.29,1.65,-3.623188405797101e-05,0.15,2.35,2.6
2013-10-22,0.15,1.3,1.66,-3.647342995169084e-05,0.15,2.36,2.61
2013-10-23,0.15,1.3,1.66,-3.647342995169084e-05,0.15,2.32,2.57
2013-10-24,0.15,1.27,1.63,-3.5748792270531404e-05,0.15,2.3,2.55
2013-10-25,0.15,1.36,1.68,-3.695652173913043e-05,0.15,2.3,2.55
2013-10-26,0.15,1.37,1.41,-3.043478260869566e-05,0.15,2.33,2.9
2013-10-27,0.15,1.38,1.58,-3.4541062801932376e-05,0.15,2.2,2.75
2013-10-28,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.35,2.6
2013-10-29,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.4,2.65
2013-10-30,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.4,2.65
2013-10-31,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.4,2.65
2013-11-01,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.4,2.65
2013-11-02,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.37,2.62
2013-11-03,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.37,2.62
2013-11-04,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.37,2.62
2013-11-05,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.46,2.71
2013-11-06,0.12,1.41,1.61,-3.695436507936508e-05,0.12,2.4,2.65
2013-11-07,0.25,1.37,1.57,-2.9333333333333333e-05,0.25,2.29,2.54
2013-11-08,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.3,2.55
2013-11-09,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.31,2.86
2013-11-10,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.31,2.86
2013-11-11,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.3,2.55
2013-11-12,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.35,2.6
2013-11-13,0.12,1.3,1.6,-3.67063492063492e-05,0.12,2.38,2.63
2013-11-14,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.41,2.66
2013-11-15,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.45,2.7
2013-11-16,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.45,2.7
2013-11-17,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.35,2.55
2013-11-18,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.45,2.7
2013-11-19,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.52,2.77
2013-11-20,0.1,1.37,1.57,-3.712121212121212e-05,0.1,2.48,2.73
2013-11-21,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.45,2.7
2013-11-22,0.12,1.37,1.57,-3.596230158730159e-05,0.12,2.32,2.57
2013-11-23,0.1,1.48,1.52,-3.585858585858585e-05,0.1,2.3,2.55
2013-11-24,0.1,1.48,1.52,-3.585858585858585e-05,0.1,2.3,2.55
2013-11-25,0.1,1.48,1.52,-3.585858585858585e-05,0.1,2.3,2.55
2013-11-26,0.1,1.31,1.66,-3.9393939393939387e-05,0.1,2.32,2.57
2013-11-27,0.12,1.34,1.69,-3.8938492063492056e-05,0.12,2.35,2.6
2013-11-28,0.1,1.44,1.75,-4.1666666666666665e-05,0.1,2.28,2.53
2013-11-29,0.15,1.32,1.68,-3.695652173913043e-05,0.15,2.35,2.6
2013-11-30,0.15,1.4,1.6,-3.5024154589371986e-05,0.15,2.3,2.83
2013-12-01,0.1,1.4,1.6,-3.787878787878787e-05,0.1,2.3,2.83
2013-12-02,0.17,1.32,1.67,-3.561253561253561e-05,0.17,2.32,2.57
2013-12-03,0.06,1.34,1.69,-4.271488469601677e-05,0.06,2.31,2.56
2013-12-04,0.1,1.4,1.6,-3.787878787878787e-05,0.1,2.34,2.59
2013-12-05,0.24,1.32,1.67,-3.203405017921147e-05,0.24,2.37,2.62
2013-12-06,0.1,1.46,1.5,-3.5353535353535345e-05,0.1,2.4,2.65
2013-12-07,0.24,1.49,1.53,-2.88978494623656e-05,0.24,2.38,2.58
2013-12-08,0.1,1.49,1.53,-3.61111111111111e-05,0.1,2.38,2.58
2013-12-09,0.1,1.36,1.56,-3.686868686868687e-05,0.1,2.39,2.64
2013-12-10,0.23,1.4,1.6,-3.093947606142728e-05,0.23,2.4,2.65
2013-12-11,0.1,1.37,1.57,-3.712121212121212e-05,0.1,2.43,2.68
2013-12-12,0.2,1.37,1.57,-3.1712962962962974e-05,0.2,2.43,2.68
2013-12-13,0.2,1.38,1.58,-3.1944444444444454e-05,0.2,2.45,2.7
2013-12-14,0.15,1.46,1.49,-3.2367149758454115e-05,0.15,2.31,2.87
2013-12-15,0.17,1.4,1.65,-3.513770180436847e-05,0.17,2.35,2.55
2013-12-16,0.2,1.38,1.58,-3.1944444444444454e-05,0.2,2.2,2.7
2013-12-17,0.05,1.36,1.56,-3.9947089947089946e-05,0.05,2.15,2.65
2013-12-18,0.1,1.47,1.51,-3.560606060606059e-05,0.1,2.38,2.58
2013-12-19,0.2,1.48,1.52,-3.055555555555556e-05,0.2,2.45,2.7
2013-12-20,0.1,1.25,1.55,-3.661616161616161e-05,0.1,2.48,2.73
2013-12-21,0.11,1.34,1.35,-3.1031031031031025e-05,0.11,2.19,2.76
2013-12-22,0.17,1.34,1.35,-2.801519468186136e-05,0.17,2.19,2.76
2013-12-23,0.17,1.4,1.6,-3.3950617283950624e-05,0.17,2.48,2.73
2013-12-24,0.2,1.38,1.43,-2.847222222222222e-05,0.2,2.41,2.6
2013-12-25,0.17,1.38,1.43,-2.991452991452991e-05,0.17,2.38,2.58
2013-12-26,0.1,1.38,1.42,-3.333333333333333e-05,0.1,2.38,2.58
2013-12-27,0.2,1.38,1.43,-2.847222222222222e-05,0.2,2.1,2.35
2013-12-28,0.12,1.39,1.43,-3.249007936507935e-05,0.12,2.4,2.6
2013-12-29,0.17,1.38,1.43,-2.991452991452991e-05,0.17,2.4,2.6
2013-12-30,0.17,1.15,1.35,-2.801519468186136e-05,0.17,2.41,2.6
2013-12-31,0.1,1.27,1.47,-3.459595959595959e-05,0.1,2.42,2.72
2014-01-01,0.12,1.25,1.55,-3.5466269841269835e-05,0.12,2.37,2.57
2014-01-02,0.06,1.3,1.5,-3.773584905660376e-05,0.06,2.37,2.57
2014-01-03,0.1,1.25,1.45,-3.4090909090909085e-05,0.1,2.37,2.57
2014-01-04,0.18,1.29,1.33,-2.707156308851224e-05,0.18,2.38,2.58
2014-01-05,0.1,1.29,1.33,-3.106060606060606e-05,0.1,2.38,2.58
2014-01-06,0.17,1.3,1.5,-3.157644824311491e-05,0.17,2.26,2.51
2014-01-07,0.04,1.05,1.35,-3.4989316239316235e-05,0.04,2.24,2.49
2014-01-08,0.17,1.25,1.45,-3.038936372269706e-05,0.17,2.25,2.5
2014-01-09,0.18,1.2,1.4,-2.871939736346516e-05,0.18,2.3,2.55
2014-01-10,0.1,1.2,1.4,-3.2828282828282826e-05,0.1,2.3,2.55
2014-01-11,0.13,1.32,1.37,-3.04818092428712e-05,0.13,2.34,2.87
2014-01-12,0.08,1.32,1.37,-3.3179012345679006e-05,0.08,2.34,2.87
2014-01-13,0.08,1.32,1.37,-3.3179012345679006e-05,0.08,2.34,2.59
2014-01-14,0.12,1.35,1.55,-3.5466269841269835e-05,0.12,2.4,2.65
2014-01-15,0.12,1.35,1.55,-3.5466269841269835e-05,0.12,2.42,2.67
2014-01-16,0.12,1.3,1.5,-3.4226190476190465e-05,0.12,2.36,2.61
2014-01-17,0.1,1.27,1.47,-3.459595959595959e-05,0.1,2.4,2.65
2014-01-18,0.08,1.45,1.49,-3.626543209876544e-05,0.08,2.4,2.6
2014-01-19,0.17,1.45,1.49,-3.133903133903135e-05,0.17,2.35,2.55
2014-01-20,0.08,1.35,1.55,-3.780864197530864e-05,0.08,2.36,2.61
2014-01-21,0.1,1.46,1.54,-3.636363636363637e-05,0.1,2.27,2.52
2014-01-22,0.08,1.4,1.49,-3.626543209876544e-05,0.08,2.34,2.59
2014-01-23,0.08,1.35,1.55,-3.780864197530864e-05,0.08,2.36,2.61
2014-01-24,0.1,1.38,1.58,-3.737373737373737e-05,0.1,2.4,2.6
2014-01-25,0.08,1.37,1.45,-3.5236625514403294e-05,0.08,2.39,2.59
2014-01-26,0.17,1.3,1.5,-3.157644824311491e-05,0.17,2.39,2.59
2014-01-27,0.08,1.33,1.53,-3.729423868312757e-05,0.08,2.39,2.59
2014-01-28,0.1,1.3,1.5,-3.5353535353535345e-05,0.1,2.38,2.58
2014-01-29,0.08,1.39,1.47,-3.575102880658436e-05,0.08,2.38,2.58
2014-01-30,0.16,1.38,1.47,-3.1369731800766283e-05,0.16,2.38,2.58
2014-01-31,0.11,1.3,1.5,-3.4784784784784776e-05,0.11,2.38,2.58
2014-02-01,0.14,1.37,1.45,-3.1920077972709546e-05,0.14,2.39,2.59
2014-02-02,0.1,1.4,1.42,-3.333333333333333e-05,0.1,2.39,2.59
2014-02-03,0.1,1.35,1.55,-3.661616161616161e-05,0.1,2.39,2.59
2014-02-04,0.08,1.4,1.6,-3.909465020576132e-05,0.08,2.32,2.57
2014-02-05,0.18,1.36,1.56,-3.248587570621469e-05,0.18,2.29,2.54
2014-02-06,0.04,1.4,1.6,-4.1666666666666665e-05,0.04,2.33,2.58
2014-02-07,0.14,1.42,1.62,-3.606237816764133e-05,0.14,2.38,2.63
2014-02-08,0.04,1.3,1.5,-3.8995726495726494e-05,0.04,2.3,2.87
2014-02-09,0.1,1.35,1.5,-3.5353535353535345e-05,0.1,2.3,2.87
2014-02-10,0.04,1.3,1.5,-3.8995726495726494e-05,0.04,2.36,2.61
2014-02-11,0.18,1.35,1.55,-3.225047080979284e-05,0.18,2.31,2.56
2014-02-12,0.1,1.33,1.53,-3.61111111111111e-05,0.1,2.33,2.58
